,feature,mutual_info_score
3,amb_elongation_pre_cure,0.2306096463228775
0,amb_tensile_pre_cure,0.164566949189487
2,RunFootage,0.11069291753426991
1,thickness,0.09940144799495654
4,month,0.05093680215117713
