epoch,training_accuracy,testing_accuracy,model
61,0.7556935817805382,0.765891472868217,Top 5 Chi2
62,0.7556935817805382,0.765891472868217,Top 5 Chi2
63,0.7556935817805382,0.765891472868217,Top 5 Chi2
64,0.7556935817805382,0.765891472868217,Top 5 Chi2
65,0.7556935817805382,0.765891472868217,Top 5 Chi2
66,0.7556935817805382,0.765891472868217,Top 5 Chi2
67,0.7556935817805382,0.765891472868217,Top 5 Chi2
68,0.7556935817805382,0.765891472868217,Top 5 Chi2
69,0.7556935817805382,0.765891472868217,Top 5 Chi2
70,0.7556935817805382,0.765891472868217,Top 5 Chi2
71,0.7556935817805382,0.765891472868217,Top 5 Chi2
72,0.7556935817805382,0.765891472868217,Top 5 Chi2
73,0.7556935817805382,0.765891472868217,Top 5 Chi2
74,0.7556935817805382,0.765891472868217,Top 5 Chi2
75,0.7556935817805382,0.765891472868217,Top 5 Chi2
1,0.5559006211180124,0.5534883720930233,Machine Features
2,0.5559006211180124,0.5534883720930233,Machine Features
3,0.6211180124223602,0.6170542635658914,Machine Features
4,0.6350931677018633,0.6248062015503876,Machine Features
5,0.6325051759834368,0.6310077519379845,Machine Features
6,0.6402691511387164,0.6294573643410852,Machine Features
7,0.6780538302277432,0.6511627906976745,Machine Features
8,0.687888198757764,0.641860465116279,Machine Features
9,0.6821946169772257,0.6387596899224807,Machine Features
10,0.6821946169772257,0.641860465116279,Machine Features
11,0.7018633540372671,0.6759689922480621,Machine Features
12,0.6997929606625258,0.6713178294573643,Machine Features
13,0.7287784679089027,0.6992248062015504,Machine Features
14,0.729296066252588,0.7007751937984497,Machine Features
15,0.729296066252588,0.7023255813953488,Machine Features
16,0.7267080745341615,0.7116279069767442,Machine Features
17,0.727743271221532,0.710077519379845,Machine Features
18,0.7287784679089027,0.710077519379845,Machine Features
19,0.729296066252588,0.7224806201550388,Machine Features
20,0.7360248447204969,0.7162790697674418,Machine Features
21,0.7380952380952381,0.7178294573643411,Machine Features
22,0.7386128364389234,0.7193798449612403,Machine Features
23,0.7386128364389234,0.7271317829457364,Machine Features
24,0.7432712215320911,0.7255813953488373,Machine Features
25,0.7453416149068323,0.7255813953488373,Machine Features
26,0.7443064182194618,0.7286821705426356,Machine Features
27,0.7474120082815735,0.7286821705426356,Machine Features
28,0.7453416149068323,0.7271317829457364,Machine Features
29,0.7505175983436853,0.7255813953488373,Machine Features
30,0.7494824016563147,0.7255813953488373,Machine Features
31,0.7520703933747412,0.7255813953488373,Machine Features
32,0.7520703933747412,0.7286821705426356,Machine Features
33,0.7525879917184265,0.7271317829457364,Machine Features
34,0.7520703933747412,0.7271317829457364,Machine Features
35,0.7531055900621118,0.7286821705426356,Machine Features
36,0.7520703933747412,0.7271317829457364,Machine Features
37,0.7541407867494824,0.7286821705426356,Machine Features
38,0.7525879917184265,0.7302325581395349,Machine Features
39,0.7515527950310559,0.7333333333333333,Machine Features
40,0.7505175983436853,0.7317829457364341,Machine Features
41,0.7494824016563147,0.7317829457364341,Machine Features
42,0.7536231884057971,0.7333333333333333,Machine Features
43,0.7489648033126294,0.7348837209302326,Machine Features
44,0.7479296066252588,0.7333333333333333,Machine Features
45,0.7479296066252588,0.7317829457364341,Machine Features
46,0.7494824016563147,0.7317829457364341,Machine Features
47,0.7489648033126294,0.7302325581395349,Machine Features
48,0.7484472049689441,0.7286821705426356,Machine Features
49,0.7484472049689441,0.7286821705426356,Machine Features
50,0.7505175983436853,0.7255813953488373,Machine Features
51,0.7505175983436853,0.7255813953488373,Machine Features
52,0.75,0.7255813953488373,Machine Features
53,0.7510351966873706,0.7255813953488373,Machine Features
54,0.7494824016563147,0.7271317829457364,Machine Features
55,0.7484472049689441,0.7302325581395349,Machine Features
56,0.7489648033126294,0.7302325581395349,Machine Features
57,0.7494824016563147,0.7302325581395349,Machine Features
58,0.7489648033126294,0.7302325581395349,Machine Features
59,0.7494824016563147,0.7317829457364341,Machine Features
60,0.7484472049689441,0.7302325581395349,Machine Features
61,0.7489648033126294,0.7286821705426356,Machine Features
62,0.7474120082815735,0.7271317829457364,Machine Features
63,0.7463768115942029,0.7317829457364341,Machine Features
64,0.7468944099378882,0.7302325581395349,Machine Features
65,0.7468944099378882,0.7302325581395349,Machine Features
66,0.7463768115942029,0.7302325581395349,Machine Features
67,0.7458592132505176,0.7286821705426356,Machine Features
68,0.7453416149068323,0.7302325581395349,Machine Features
69,0.7463768115942029,0.7317829457364341,Machine Features
70,0.7453416149068323,0.7317829457364341,Machine Features
71,0.744824016563147,0.7302325581395349,Machine Features
72,0.744824016563147,0.7302325581395349,Machine Features
73,0.744824016563147,0.7302325581395349,Machine Features
74,0.7463768115942029,0.7286821705426356,Machine Features
75,0.7458592132505176,0.7271317829457364,Machine Features
1,0.5491718426501035,0.5736434108527132,Weather Features
2,0.5491718426501035,0.5736434108527132,Weather Features
3,0.587991718426501,0.5875968992248062,Weather Features
4,0.6092132505175983,0.5953488372093023,Weather Features
5,0.6268115942028986,0.6186046511627907,Weather Features
6,0.6180124223602484,0.6077519379844961,Weather Features
7,0.6226708074534162,0.6124031007751938,Weather Features
8,0.6226708074534162,0.6124031007751938,Weather Features
9,0.6242236024844721,0.6186046511627907,Weather Features
10,0.6237060041407867,0.6186046511627907,Weather Features
11,0.6211180124223602,0.6139534883720931,Weather Features
12,0.6257763975155279,0.6201550387596899,Weather Features
13,0.6195652173913043,0.6186046511627907,Weather Features
14,0.6268115942028986,0.6217054263565891,Weather Features
15,0.6268115942028986,0.6217054263565891,Weather Features
16,0.6268115942028986,0.6217054263565891,Weather Features
17,0.6268115942028986,0.6217054263565891,Weather Features
18,0.6268115942028986,0.6217054263565891,Weather Features
19,0.6268115942028986,0.6217054263565891,Weather Features
20,0.6268115942028986,0.6217054263565891,Weather Features
21,0.6268115942028986,0.6217054263565891,Weather Features
22,0.6268115942028986,0.6217054263565891,Weather Features
23,0.6268115942028986,0.6217054263565891,Weather Features
24,0.6268115942028986,0.6217054263565891,Weather Features
25,0.6268115942028986,0.6217054263565891,Weather Features
26,0.6268115942028986,0.6217054263565891,Weather Features
27,0.6268115942028986,0.6217054263565891,Weather Features
28,0.6268115942028986,0.6217054263565891,Weather Features
29,0.6268115942028986,0.6217054263565891,Weather Features
30,0.6268115942028986,0.6217054263565891,Weather Features
31,0.6268115942028986,0.6217054263565891,Weather Features
32,0.6268115942028986,0.6217054263565891,Weather Features
33,0.6268115942028986,0.6217054263565891,Weather Features
34,0.6268115942028986,0.6217054263565891,Weather Features
35,0.6268115942028986,0.6217054263565891,Weather Features
36,0.6268115942028986,0.6217054263565891,Weather Features
37,0.6268115942028986,0.6217054263565891,Weather Features
38,0.6268115942028986,0.6217054263565891,Weather Features
39,0.6268115942028986,0.6217054263565891,Weather Features
40,0.6268115942028986,0.6217054263565891,Weather Features
41,0.6268115942028986,0.6217054263565891,Weather Features
42,0.6268115942028986,0.6217054263565891,Weather Features
43,0.6268115942028986,0.6217054263565891,Weather Features
44,0.6268115942028986,0.6217054263565891,Weather Features
45,0.6268115942028986,0.6217054263565891,Weather Features
46,0.6268115942028986,0.6217054263565891,Weather Features
47,0.6268115942028986,0.6217054263565891,Weather Features
48,0.6268115942028986,0.6217054263565891,Weather Features
49,0.6268115942028986,0.6217054263565891,Weather Features
50,0.6268115942028986,0.6217054263565891,Weather Features
51,0.6268115942028986,0.6217054263565891,Weather Features
52,0.6268115942028986,0.6217054263565891,Weather Features
53,0.6268115942028986,0.6217054263565891,Weather Features
54,0.6268115942028986,0.6217054263565891,Weather Features
55,0.6268115942028986,0.6217054263565891,Weather Features
56,0.6268115942028986,0.6217054263565891,Weather Features
57,0.6268115942028986,0.6217054263565891,Weather Features
58,0.6268115942028986,0.6217054263565891,Weather Features
59,0.6268115942028986,0.6217054263565891,Weather Features
60,0.6268115942028986,0.6217054263565891,Weather Features
61,0.6268115942028986,0.6217054263565891,Weather Features
62,0.6268115942028986,0.6217054263565891,Weather Features
63,0.6268115942028986,0.6217054263565891,Weather Features
64,0.6268115942028986,0.6217054263565891,Weather Features
65,0.6268115942028986,0.6217054263565891,Weather Features
66,0.6268115942028986,0.6217054263565891,Weather Features
67,0.6268115942028986,0.6217054263565891,Weather Features
68,0.6268115942028986,0.6217054263565891,Weather Features
69,0.6268115942028986,0.6217054263565891,Weather Features
70,0.6268115942028986,0.6217054263565891,Weather Features
71,0.6268115942028986,0.6217054263565891,Weather Features
72,0.6268115942028986,0.6217054263565891,Weather Features
73,0.6268115942028986,0.6217054263565891,Weather Features
74,0.6268115942028986,0.6217054263565891,Weather Features
75,0.6268115942028986,0.6217054263565891,Weather Features
1,0.556935817805383,0.5503875968992248,Quality Features
2,0.5595238095238095,0.5534883720930233,Quality Features
3,0.7003105590062112,0.7054263565891473,Quality Features
4,0.7422360248447205,0.7348837209302326,Quality Features
5,0.7339544513457557,0.7255813953488373,Quality Features
6,0.7324016563146998,0.7255813953488373,Quality Features
7,0.7427536231884058,0.7333333333333333,Quality Features
8,0.7494824016563147,0.737984496124031,Quality Features
9,0.7510351966873706,0.7441860465116279,Quality Features
10,0.7525879917184265,0.7472868217054264,Quality Features
11,0.7525879917184265,0.7472868217054264,Quality Features
12,0.7525879917184265,0.7472868217054264,Quality Features
13,0.7515527950310559,0.7457364341085271,Quality Features
14,0.7525879917184265,0.7472868217054264,Quality Features
15,0.7510351966873706,0.7441860465116279,Quality Features
16,0.7510351966873706,0.7441860465116279,Quality Features
17,0.7510351966873706,0.7441860465116279,Quality Features
18,0.7510351966873706,0.7441860465116279,Quality Features
19,0.7510351966873706,0.7441860465116279,Quality Features
20,0.7510351966873706,0.7441860465116279,Quality Features
21,0.7510351966873706,0.7441860465116279,Quality Features
22,0.7510351966873706,0.7441860465116279,Quality Features
23,0.7510351966873706,0.7441860465116279,Quality Features
24,0.7510351966873706,0.7441860465116279,Quality Features
25,0.7510351966873706,0.7441860465116279,Quality Features
26,0.7510351966873706,0.7441860465116279,Quality Features
27,0.7510351966873706,0.7441860465116279,Quality Features
28,0.7510351966873706,0.7441860465116279,Quality Features
29,0.7510351966873706,0.7441860465116279,Quality Features
30,0.7510351966873706,0.7441860465116279,Quality Features
31,0.7510351966873706,0.7441860465116279,Quality Features
32,0.7510351966873706,0.7441860465116279,Quality Features
33,0.7510351966873706,0.7441860465116279,Quality Features
34,0.7510351966873706,0.7441860465116279,Quality Features
35,0.7510351966873706,0.7441860465116279,Quality Features
36,0.7510351966873706,0.7441860465116279,Quality Features
37,0.7510351966873706,0.7441860465116279,Quality Features
38,0.7510351966873706,0.7441860465116279,Quality Features
39,0.7510351966873706,0.7441860465116279,Quality Features
40,0.7510351966873706,0.7441860465116279,Quality Features
41,0.7510351966873706,0.7441860465116279,Quality Features
42,0.7510351966873706,0.7441860465116279,Quality Features
43,0.7510351966873706,0.7441860465116279,Quality Features
44,0.7510351966873706,0.7441860465116279,Quality Features
45,0.7510351966873706,0.7441860465116279,Quality Features
46,0.7510351966873706,0.7441860465116279,Quality Features
47,0.7510351966873706,0.7441860465116279,Quality Features
48,0.7510351966873706,0.7441860465116279,Quality Features
49,0.7510351966873706,0.7441860465116279,Quality Features
50,0.7510351966873706,0.7441860465116279,Quality Features
51,0.7510351966873706,0.7441860465116279,Quality Features
52,0.7510351966873706,0.7441860465116279,Quality Features
53,0.7510351966873706,0.7441860465116279,Quality Features
54,0.7510351966873706,0.7441860465116279,Quality Features
55,0.7510351966873706,0.7441860465116279,Quality Features
56,0.7510351966873706,0.7441860465116279,Quality Features
57,0.7510351966873706,0.7441860465116279,Quality Features
58,0.7510351966873706,0.7441860465116279,Quality Features
59,0.7510351966873706,0.7441860465116279,Quality Features
60,0.7510351966873706,0.7441860465116279,Quality Features
61,0.7510351966873706,0.7441860465116279,Quality Features
62,0.7510351966873706,0.7441860465116279,Quality Features
63,0.7510351966873706,0.7441860465116279,Quality Features
64,0.7510351966873706,0.7441860465116279,Quality Features
65,0.7510351966873706,0.7441860465116279,Quality Features
66,0.7510351966873706,0.7441860465116279,Quality Features
67,0.7510351966873706,0.7441860465116279,Quality Features
68,0.7510351966873706,0.7441860465116279,Quality Features
69,0.7510351966873706,0.7441860465116279,Quality Features
70,0.7510351966873706,0.7441860465116279,Quality Features
71,0.7510351966873706,0.7441860465116279,Quality Features
72,0.7510351966873706,0.7441860465116279,Quality Features
73,0.7510351966873706,0.7441860465116279,Quality Features
74,0.7510351966873706,0.7441860465116279,Quality Features
75,0.7510351966873706,0.7441860465116279,Quality Features
1,0.5533126293995859,0.5612403100775194,All Features Top 10
2,0.5533126293995859,0.5612403100775194,All Features Top 10
3,0.7334368530020704,0.7581395348837209,All Features Top 10
4,0.7329192546583851,0.7596899224806202,All Features Top 10
5,0.7370600414078675,0.7565891472868217,All Features Top 10
6,0.7391304347826086,0.7472868217054264,All Features Top 10
7,0.7406832298136646,0.7472868217054264,All Features Top 10
8,0.7463768115942029,0.7472868217054264,All Features Top 10
9,0.7437888198757764,0.7503875968992249,All Features Top 10
10,0.7417184265010351,0.751937984496124,All Features Top 10
11,0.7417184265010351,0.7503875968992249,All Features Top 10
12,0.7412008281573499,0.7503875968992249,All Features Top 10
13,0.7412008281573499,0.7488372093023256,All Features Top 10
14,0.7401656314699793,0.7503875968992249,All Features Top 10
15,0.7412008281573499,0.7472868217054264,All Features Top 10
16,0.7422360248447205,0.751937984496124,All Features Top 10
17,0.7422360248447205,0.751937984496124,All Features Top 10
18,0.7406832298136646,0.751937984496124,All Features Top 10
19,0.7406832298136646,0.7503875968992249,All Features Top 10
20,0.7422360248447205,0.7503875968992249,All Features Top 10
21,0.7412008281573499,0.751937984496124,All Features Top 10
22,0.7401656314699793,0.751937984496124,All Features Top 10
23,0.7412008281573499,0.7534883720930232,All Features Top 10
24,0.7406832298136646,0.7534883720930232,All Features Top 10
25,0.7406832298136646,0.751937984496124,All Features Top 10
26,0.7417184265010351,0.751937984496124,All Features Top 10
27,0.7406832298136646,0.751937984496124,All Features Top 10
28,0.7406832298136646,0.751937984496124,All Features Top 10
29,0.7406832298136646,0.751937984496124,All Features Top 10
30,0.7406832298136646,0.751937984496124,All Features Top 10
31,0.7406832298136646,0.751937984496124,All Features Top 10
32,0.7406832298136646,0.751937984496124,All Features Top 10
33,0.7406832298136646,0.751937984496124,All Features Top 10
34,0.7406832298136646,0.751937984496124,All Features Top 10
35,0.7406832298136646,0.751937984496124,All Features Top 10
36,0.7406832298136646,0.751937984496124,All Features Top 10
37,0.7406832298136646,0.751937984496124,All Features Top 10
38,0.7406832298136646,0.751937984496124,All Features Top 10
39,0.7406832298136646,0.751937984496124,All Features Top 10
40,0.7406832298136646,0.751937984496124,All Features Top 10
41,0.7406832298136646,0.751937984496124,All Features Top 10
42,0.7406832298136646,0.751937984496124,All Features Top 10
43,0.7406832298136646,0.751937984496124,All Features Top 10
44,0.7406832298136646,0.751937984496124,All Features Top 10
45,0.7406832298136646,0.751937984496124,All Features Top 10
46,0.7406832298136646,0.751937984496124,All Features Top 10
47,0.7406832298136646,0.751937984496124,All Features Top 10
48,0.7406832298136646,0.751937984496124,All Features Top 10
49,0.7406832298136646,0.751937984496124,All Features Top 10
50,0.7406832298136646,0.751937984496124,All Features Top 10
51,0.7406832298136646,0.751937984496124,All Features Top 10
52,0.7406832298136646,0.751937984496124,All Features Top 10
53,0.7406832298136646,0.751937984496124,All Features Top 10
54,0.7406832298136646,0.751937984496124,All Features Top 10
55,0.7406832298136646,0.751937984496124,All Features Top 10
56,0.7406832298136646,0.751937984496124,All Features Top 10
57,0.7406832298136646,0.751937984496124,All Features Top 10
58,0.7406832298136646,0.751937984496124,All Features Top 10
59,0.7406832298136646,0.751937984496124,All Features Top 10
60,0.7406832298136646,0.751937984496124,All Features Top 10
61,0.7406832298136646,0.751937984496124,All Features Top 10
62,0.7406832298136646,0.751937984496124,All Features Top 10
63,0.7406832298136646,0.751937984496124,All Features Top 10
64,0.7406832298136646,0.751937984496124,All Features Top 10
65,0.7406832298136646,0.751937984496124,All Features Top 10
66,0.7406832298136646,0.751937984496124,All Features Top 10
67,0.7406832298136646,0.751937984496124,All Features Top 10
68,0.7406832298136646,0.751937984496124,All Features Top 10
69,0.7406832298136646,0.751937984496124,All Features Top 10
70,0.7406832298136646,0.751937984496124,All Features Top 10
71,0.7406832298136646,0.751937984496124,All Features Top 10
72,0.7406832298136646,0.751937984496124,All Features Top 10
73,0.7406832298136646,0.751937984496124,All Features Top 10
74,0.7406832298136646,0.751937984496124,All Features Top 10
75,0.7406832298136646,0.751937984496124,All Features Top 10
1,0.5574534161490683,0.5488372093023256,Machine Features Top 10
2,0.5574534161490683,0.5488372093023256,Machine Features Top 10
3,0.6257763975155279,0.6186046511627907,Machine Features Top 10
4,0.6309523809523809,0.6248062015503876,Machine Features Top 10
5,0.6490683229813664,0.6403100775193798,Machine Features Top 10
6,0.6661490683229814,0.6387596899224807,Machine Features Top 10
7,0.6899585921325052,0.6542635658914728,Machine Features Top 10
8,0.7013457556935818,0.6651162790697674,Machine Features Top 10
9,0.7070393374741201,0.6651162790697674,Machine Features Top 10
10,0.7116977225672878,0.6744186046511628,Machine Features Top 10
11,0.7153209109730849,0.6806201550387597,Machine Features Top 10
12,0.7142857142857143,0.6821705426356589,Machine Features Top 10
13,0.7137681159420289,0.6821705426356589,Machine Features Top 10
14,0.7142857142857143,0.6790697674418604,Machine Features Top 10
15,0.7142857142857143,0.6790697674418604,Machine Features Top 10
16,0.7127329192546584,0.6775193798449612,Machine Features Top 10
17,0.7127329192546584,0.6790697674418604,Machine Features Top 10
18,0.7127329192546584,0.6790697674418604,Machine Features Top 10
19,0.7132505175983437,0.6821705426356589,Machine Features Top 10
20,0.7132505175983437,0.6806201550387597,Machine Features Top 10
21,0.7132505175983437,0.6806201550387597,Machine Features Top 10
22,0.7132505175983437,0.6806201550387597,Machine Features Top 10
23,0.7132505175983437,0.6806201550387597,Machine Features Top 10
24,0.7132505175983437,0.6806201550387597,Machine Features Top 10
25,0.7132505175983437,0.6806201550387597,Machine Features Top 10
26,0.7132505175983437,0.6806201550387597,Machine Features Top 10
27,0.7132505175983437,0.6806201550387597,Machine Features Top 10
28,0.7132505175983437,0.6806201550387597,Machine Features Top 10
29,0.7132505175983437,0.6806201550387597,Machine Features Top 10
30,0.7132505175983437,0.6806201550387597,Machine Features Top 10
31,0.7127329192546584,0.6806201550387597,Machine Features Top 10
32,0.7127329192546584,0.6806201550387597,Machine Features Top 10
33,0.7127329192546584,0.6806201550387597,Machine Features Top 10
34,0.7127329192546584,0.6806201550387597,Machine Features Top 10
35,0.7127329192546584,0.6806201550387597,Machine Features Top 10
36,0.7127329192546584,0.6806201550387597,Machine Features Top 10
37,0.7127329192546584,0.6806201550387597,Machine Features Top 10
38,0.7127329192546584,0.6806201550387597,Machine Features Top 10
39,0.7127329192546584,0.6806201550387597,Machine Features Top 10
40,0.7127329192546584,0.6806201550387597,Machine Features Top 10
41,0.7127329192546584,0.6806201550387597,Machine Features Top 10
42,0.7127329192546584,0.6806201550387597,Machine Features Top 10
43,0.7127329192546584,0.6806201550387597,Machine Features Top 10
44,0.7127329192546584,0.6806201550387597,Machine Features Top 10
45,0.7127329192546584,0.6806201550387597,Machine Features Top 10
46,0.7127329192546584,0.6806201550387597,Machine Features Top 10
47,0.7127329192546584,0.6806201550387597,Machine Features Top 10
48,0.7127329192546584,0.6806201550387597,Machine Features Top 10
49,0.7127329192546584,0.6806201550387597,Machine Features Top 10
50,0.7127329192546584,0.6806201550387597,Machine Features Top 10
51,0.7127329192546584,0.6806201550387597,Machine Features Top 10
52,0.7127329192546584,0.6806201550387597,Machine Features Top 10
53,0.7127329192546584,0.6806201550387597,Machine Features Top 10
54,0.7127329192546584,0.6806201550387597,Machine Features Top 10
55,0.7127329192546584,0.6806201550387597,Machine Features Top 10
56,0.7127329192546584,0.6806201550387597,Machine Features Top 10
57,0.7127329192546584,0.6806201550387597,Machine Features Top 10
58,0.7127329192546584,0.6806201550387597,Machine Features Top 10
59,0.7127329192546584,0.6806201550387597,Machine Features Top 10
60,0.7127329192546584,0.6806201550387597,Machine Features Top 10
61,0.7127329192546584,0.6806201550387597,Machine Features Top 10
62,0.7127329192546584,0.6806201550387597,Machine Features Top 10
63,0.7127329192546584,0.6806201550387597,Machine Features Top 10
64,0.7127329192546584,0.6806201550387597,Machine Features Top 10
65,0.7127329192546584,0.6806201550387597,Machine Features Top 10
66,0.7127329192546584,0.6806201550387597,Machine Features Top 10
67,0.7127329192546584,0.6806201550387597,Machine Features Top 10
68,0.7127329192546584,0.6806201550387597,Machine Features Top 10
69,0.7127329192546584,0.6806201550387597,Machine Features Top 10
70,0.7127329192546584,0.6806201550387597,Machine Features Top 10
71,0.7127329192546584,0.6806201550387597,Machine Features Top 10
