date_code,thickness,amb_tensile_pre_cure,amb_elongation_pre_cure,amb_elongation_result,amb_tensile_result,hot_tensile_result,hot_elongation_result,overall_result
18-B-286,117.0,19.9,479.0,1,1,1,1,1
18-B-287,117.0,21.1,409.0,1,1,1,1,1
18-B-288,117.0,20.2,543.0,1,1,1,1,1
18-B-289,117.0,19.7,438.0,1,0,0,1,0
18-B-290,117.0,20.2,385.0,1,0,1,1,0
18-B-291,117.0,20.1,454.0,1,1,1,1,1
18-B-292,117.0,20.5,531.0,1,0,1,1,0
18-B-293,117.0,19.3,466.0,1,0,1,1,0
18-B-294,117.0,21.4,574.0,1,0,1,1,0
18-B-295,117.0,21.7,602.0,1,0,0,1,0
18-B-296,117.0,20.9,359.0,1,1,1,1,1
18-B-297,117.0,21.7,429.0,1,1,1,1,1
18-B-298,117.0,21.7,414.0,1,1,1,1,1
18-B-299,117.0,22.5,487.0,1,1,1,1,1
18-B-300,117.0,21.2,177.0,1,0,0,1,0
18-B-301,117.0,22.1,458.0,1,0,0,1,0
18-B-302,117.0,22.1,463.0,1,0,0,1,0
18-B-303,117.0,21.8,311.0,1,0,1,1,0
18-B-306,117.0,21.0,444.0,1,0,1,1,0
18-B-307,117.0,21.4,600.0,1,0,1,1,0
18-B-308,117.0,21.7,322.0,1,0,1,1,0
18-B-309,117.0,20.6,583.0,1,0,1,1,0
18-B-310,117.0,21.9,300.0,1,0,1,1,0
18-B-311,117.0,20.9,464.0,1,0,1,1,0
18-B-312,117.0,22.3,380.0,1,0,0,1,0
18-B-313,117.0,22.0,419.0,1,0,0,1,0
18-B-314,117.0,22.0,384.0,1,1,1,1,1
18-B-315,117.0,21.6,551.0,1,0,0,1,0
18-B-316,117.0,21.6,398.0,1,0,0,1,0
18-B-317,117.0,21.7,454.0,1,0,0,1,0
18-B-318,117.0,21.5,270.0,1,0,1,1,0
18-B-319,117.0,21.6,495.0,1,0,0,1,0
18-B-320,117.0,19.9,478.0,1,0,1,1,0
18-B-321,117.0,20.2,431.0,1,0,0,1,0
18-B-322,117.0,19.8,421.0,1,0,1,1,0
18-B-323,117.0,20.6,357.0,1,0,1,1,0
18-B-464,117.0,20.2,584.0,1,0,1,1,0
18-B-465,117.0,19.5,469.0,1,0,1,1,0
18-B-466,117.0,18.3,414.0,1,1,0,1,0
18-B-467,117.0,19.3,334.0,1,0,0,1,0
18-B-468,117.0,19.1,481.0,1,1,1,1,1
18-B-469,117.0,19.2,393.0,1,1,0,1,0
18-B-470,117.0,18.8,347.0,1,1,0,1,0
18-B-471,117.0,19.5,412.0,1,0,0,1,0
18-B-472,117.0,19.3,341.0,1,0,0,1,0
18-B-473,117.0,18.7,508.0,1,0,1,1,0
18-B-474,117.0,19.3,370.0,1,0,0,1,0
18-B-475,117.0,19.7,425.0,1,0,1,1,0
18-B-476,117.0,18.6,493.0,1,0,1,1,0
18-B-477,117.0,19.0,367.0,1,0,1,1,0
18-B-478,117.0,19.6,496.0,1,0,1,1,0
18-B-479,117.0,19.2,399.0,1,0,0,1,0
18-B-480,117.0,19.4,389.0,1,0,1,1,0
18-B-481,117.0,20.2,307.0,1,0,1,1,0
18-B-482,117.0,21.1,444.0,1,0,1,1,0
18-B-483,117.0,21.2,373.0,1,1,1,1,1
18-B-484,117.0,20.1,512.0,1,1,0,1,0
18-B-485,117.0,21.0,283.0,1,0,1,1,0
18-B-486,117.0,21.3,558.0,1,0,0,1,0
18-B-487,117.0,21.1,408.0,1,0,0,1,0
18-B-488,117.0,20.7,503.0,1,0,0,1,0
18-B-489,117.0,19.5,325.0,1,0,0,1,0
18-B-490,117.0,20.0,362.0,1,0,1,1,0
18-B-491,117.0,19.6,431.0,1,0,1,1,0
18-B-492,117.0,19.6,452.0,1,0,1,1,0
18-B-493,117.0,19.5,456.0,1,0,1,1,0
18-B-494,117.0,20.9,505.0,1,0,1,1,0
18-B-495,117.0,20.74,421.0,1,0,1,1,0
18-B-496,45.0,24.0,651.0,1,1,1,1,1
18-B-498,45.0,24.5,685.0,1,1,1,1,1
18-B-499,45.0,22.1,609.0,1,1,1,1,1
18-B-502,45.0,28.8,775.0,1,1,1,1,1
18-B-510,45.0,30.9,799.0,1,1,1,1,1
18-B-515,65.0,26.9,932.0,1,1,1,1,1
18-B-516,65.0,26.3,983.0,1,1,1,1,1
18-B-517,65.0,25.4,859.0,1,1,1,1,1
18-B-518,65.0,24.8,777.0,1,1,1,1,1
18-B-519,65.0,26.5,906.0,1,1,1,1,1
18-B-520,65.0,27.9,851.0,1,1,1,1,1
18-B-521,65.0,28.4,880.0,1,1,1,1,1
18-B-522,65.0,28.0,903.0,1,1,1,1,1
18-B-523,65.0,29.3,862.0,1,1,1,1,1
18-B-524,65.0,27.7,898.0,1,1,1,1,1
18-B-525,65.0,27.2,870.0,1,1,1,1,1
18-B-526,65.0,29.0,924.0,1,1,1,1,1
18-B-527,65.0,19.02,548.0,1,1,1,1,1
18-B-528,65.0,26.6,840.0,1,1,1,1,1
18-B-529,65.0,27.8,750.0,1,1,1,1,1
18-B-530,65.0,27.7,719.0,1,1,1,1,1
18-B-531,65.0,28.1,746.0,1,1,1,1,1
18-B-532,65.0,26.9,714.0,1,1,1,1,1
18-B-533,65.0,23.9,625.0,1,1,1,1,1
18-B-534,65.0,19.6,515.0,1,1,1,1,1
18-B-536,65.0,21.9,586.0,1,1,1,1,1
18-B-537,65.0,20.1,614.0,1,1,1,1,1
18-B-538,65.0,18.8,549.0,1,1,1,1,1
18-B-682,65.0,28.9,739.0,1,1,1,1,1
18-B-685,65.0,29.3,874.0,1,1,1,1,1
18-B-688,65.0,28.0,758.0,1,1,1,1,1
18-B-691,65.0,26.8,836.0,1,1,1,1,1
18-B-693,65.0,26.8,879.0,1,1,1,1,1
18-B-694,65.0,23.4,738.0,1,1,1,1,1
18-B-695,65.0,27.2,825.0,1,1,1,1,1
18-B-696,65.0,18.8,674.0,1,0,1,1,0
18-B-701,65.0,28.1,756.0,1,1,1,1,1
18-B-702,65.0,28.1,787.0,1,1,1,1,1
18-B-703,65.0,27.1,810.0,1,1,1,1,1
18-B-704,65.0,22.8,614.0,1,1,1,1,1
18-B-705,65.0,22.7,648.0,1,1,1,1,1
18-B-706,65.0,22.4,668.0,1,1,1,1,1
18-B-707,65.0,28.0,787.0,1,1,1,1,1
18-B-708,65.0,28.7,807.0,1,1,1,1,1
18-B-709,65.0,28.4,761.0,1,1,1,1,1
18-B-710,65.0,26.9,753.0,1,1,1,1,1
18-B-711,65.0,25.8,702.0,1,1,1,1,1
18-B-712,65.0,26.3,719.0,1,1,1,1,1
18-B-715,65.0,27.5,738.0,1,1,1,1,1
18-B-716,65.0,28.3,735.0,1,1,1,1,1
18-B-717,65.0,27.4,713.0,1,1,1,1,1
18-B-718,65.0,27.3,714.0,1,1,1,1,1
18-B-719,65.0,27.8,728.0,1,1,1,1,1
18-B-720,65.0,27.0,740.0,1,1,1,1,1
18-B-721,65.0,27.5,761.0,1,1,1,1,1
18-B-723,65.0,25.4,717.0,1,1,1,1,1
18-B-725,65.0,26.8,753.0,1,1,1,1,1
18-B-726,65.0,26.1,737.0,1,0,1,1,0
18-B-727,65.0,25.3,716.0,1,1,1,1,1
18-B-728,65.0,27.0,719.0,1,1,1,1,1
18-B-866,45.0,21.2,718.0,1,1,1,1,1
18-B-867,45.0,27.3,720.0,1,1,1,1,1
18-B-869,45.0,21.2,601.0,1,1,1,1,1
18-B-870,65.0,20.1,575.0,1,1,1,1,1
18-B-871,65.0,24.8,697.0,1,1,1,1,1
18-B-872,65.0,24.8,698.0,1,1,1,1,1
18-B-873,65.0,20.4,522.0,1,1,1,1,1
18-B-874,65.0,24.6,685.0,1,1,1,1,1
18-B-875,65.0,21.6,602.0,1,1,1,1,1
18-B-876,65.0,24.7,701.0,1,1,1,1,1
18-B-877,65.0,25.6,729.0,1,1,1,1,1
18-B-878,65.0,22.9,587.0,1,1,1,1,1
18-B-879,65.0,21.9,591.0,1,1,1,1,1
18-B-880,65.0,23.6,665.0,1,1,1,1,1
18-B-881,65.0,24.4,701.0,1,1,1,1,1
18-B-882,65.0,23.7,676.0,1,1,1,1,1
18-B-883,65.0,20.0,550.0,1,1,1,1,1
18-B-884,65.0,19.65,552.0,1,0,0,1,0
18-B-885,65.0,18.34,529.0,1,0,1,1,0
18-B-886,65.0,18.35,505.0,1,0,1,1,0
18-B-887,65.0,18.35,542.0,1,0,1,1,0
18-B-888,65.0,19.24,546.0,1,1,1,1,1
18-B-889,65.0,22.0,579.0,1,1,1,1,1
18-B-890,65.0,18.7,531.0,1,1,1,1,1
18-B-891,65.0,20.0,521.0,1,1,1,1,1
18-B-892,65.0,20.5,537.0,1,1,1,1,1
18-B-893,65.0,22.5,637.0,1,1,1,1,1
18-B-894,117.0,19.04,522.0,1,0,1,1,0
18-B-895,117.0,18.97,478.0,1,0,1,1,0
18-B-896,117.0,19.8,427.0,1,0,1,1,0
18-B-897,117.0,18.9,395.0,1,0,1,1,0
18-B-898,117.0,19.4,436.0,1,0,1,1,0
18-B-899,117.0,20.3,453.0,1,0,0,1,0
18-B-900,117.0,18.72,162.7,1,0,1,1,0
18-B-901,117.0,18.94,320.0,1,0,1,1,0
18-B-902,117.0,20.2,359.0,1,0,1,1,0
18-B-903,117.0,17.98,377.0,1,0,1,1,0
18-B-904,117.0,19.15,359.0,1,0,1,1,0
18-B-905,117.0,19.52,434.0,1,0,1,1,0
18-B-906,117.0,19.35,483.0,1,0,1,1,0
18-B-907,117.0,18.88,363.0,1,0,1,1,0
18-B-908,117.0,19.06,469.0,1,0,1,1,0
18-B-910,117.0,19.17,66.7,1,0,1,1,0
18-B-911,117.0,20.4,331.0,1,0,1,1,0
18-B-912,117.0,19.24,164.5,1,0,1,1,0
18-B-913,117.0,19.35,363.0,1,0,0,1,0
18-B-914,117.0,19.67,265.0,1,0,1,1,0
18-B-915,117.0,19.43,204.0,1,0,1,1,0
18-B-916,117.0,20.2,466.0,1,0,1,1,0
18-B-917,117.0,19.8,448.0,1,0,1,1,0
18-B-918,117.0,19.2,546.0,1,0,0,1,0
18-B-919,117.0,19.7,426.0,1,0,1,1,0
18-B-920,117.0,19.3,177.0,1,0,1,1,0
18-B-921,117.0,20.2,162.0,1,0,1,1,0
18-B-922,117.0,19.8,325.0,1,0,1,1,0
18-B-923,117.0,18.8,157.0,1,0,1,1,0
18-B-926,117.0,19.06,496.0,1,0,1,1,0
18-B-927,117.0,19.58,488.0,1,0,1,1,0
18-B-929,117.0,19.11,501.0,1,0,0,1,0
18-B-930,117.0,19.9,324.0,1,0,1,1,0
18-B-931,117.0,20.3,478.0,1,0,1,1,0
18-B-932,117.0,20.0,392.0,1,0,1,1,0
18-B-934,117.0,19.6,300.0,1,0,1,1,0
18-B-936,117.0,19.46,398.0,1,0,1,1,0
18-B-937,117.0,19.4,498.0,1,0,1,1,0
18-B-938,117.0,19.8,209.0,1,0,1,1,0
18-B-939,117.0,19.9,326.0,1,0,1,1,0
18-B-940,117.0,19.0,129.0,1,0,0,1,0
18-B-941,117.0,19.8,293.0,1,0,0,1,0
18-B-1079,117.0,20.2,503.0,1,0,1,1,0
18-B-1080,117.0,19.51,344.0,1,1,1,1,1
18-B-1081,117.0,20.8,351.0,1,0,0,1,0
18-B-1083,117.0,18.81,388.0,1,0,0,1,0
18-B-1084,117.0,18.28,364.0,1,0,0,1,0
18-B-1085,117.0,18.94,367.0,1,1,1,1,1
18-B-1086,117.0,19.32,470.0,1,0,0,1,0
18-B-1087,117.0,19.27,357.0,1,0,1,1,0
18-B-1088,117.0,19.66,421.0,1,0,1,1,0
18-B-1089,117.0,18.77,291.0,1,0,1,1,0
18-B-1090,117.0,19.8,380.0,1,0,1,1,0
18-B-1091,117.0,18.1,355.0,1,0,1,1,0
18-B-1092,117.0,18.73,323.0,1,1,1,1,1
18-B-1093,117.0,19.66,258.2,1,1,1,1,1
18-B-1094,117.0,20.0,141.1,1,1,1,1,1
18-B-1095,117.0,19.65,182.1,1,0,0,1,0
18-B-1098,117.0,20.2,286.0,1,0,1,1,0
18-B-1099,117.0,19.79,182.5,1,1,1,1,1
18-B-1100,117.0,19.61,311.0,1,1,1,1,1
18-B-1101,117.0,19.43,300.0,1,0,1,1,0
18-B-1102,117.0,19.64,336.0,1,0,1,1,0
18-B-1103,117.0,19.36,355.0,1,0,1,1,0
18-B-1104,117.0,19.34,330.0,1,0,1,1,0
18-B-1105,117.0,20.7,454.0,1,0,1,1,0
18-B-1106,117.0,20.1,470.0,1,0,1,1,0
18-B-1107,117.0,20.3,414.0,1,0,1,1,0
18-B-1108,117.0,20.0,459.0,1,0,1,1,0
18-B-1109,117.0,19.69,331.0,1,0,1,1,0
18-B-1110,117.0,20.2,364.0,1,1,1,1,1
18-B-1111,117.0,19.49,459.0,1,0,1,1,0
18-B-1112,117.0,19.69,446.0,1,0,1,1,0
18-B-1113,117.0,19.67,372.0,1,0,1,1,0
18-B-1114,117.0,19.44,335.0,1,0,1,1,0
18-B-1115,117.0,20.4,439.0,1,0,1,1,0
18-B-1116,117.0,19.84,432.0,1,0,1,1,0
18-B-1117,117.0,19.48,524.0,1,0,1,1,0
18-B-1118,117.0,19.4,423.0,1,0,1,1,0
18-B-1119,117.0,20.1,521.0,1,1,1,1,1
18-B-1120,117.0,20.2,496.0,1,1,1,1,1
18-B-1121,117.0,21.5,490.0,1,1,1,1,1
18-B-1122,117.0,22.0,391.0,1,1,1,0,0
18-B-1123,117.0,20.7,396.0,1,1,1,1,1
18-B-1124,117.0,19.4,432.0,1,0,1,1,0
18-B-1125,117.0,20.8,407.0,1,1,1,1,1
18-B-1126,117.0,19.8,392.0,1,0,1,1,0
18-B-1127,117.0,19.63,462.0,1,1,1,1,1
18-B-1128,117.0,19.9,332.0,1,1,1,1,1
18-B-1129,117.0,19.9,441.0,1,0,1,1,0
18-B-1130,117.0,20.7,343.0,1,1,1,1,1
18-B-1131,117.0,19.8,473.0,1,1,1,1,1
18-B-1132,117.0,20.6,409.0,1,0,1,1,0
18-B-1133,117.0,20.0,474.0,1,0,1,1,0
18-B-1134,117.0,20.2,514.0,1,0,0,1,0
18-B-1135,65.0,28.1,747.0,1,1,1,1,1
18-B-1136,65.0,26.7,702.0,1,1,1,1,1
18-B-1137,65.0,23.3,599.0,1,1,1,1,1
18-B-1138,65.0,26.9,730.0,1,1,1,1,1
18-B-1139,65.0,19.51,494.0,1,1,1,1,1
18-B-1141,65.0,19.34,378.0,1,1,1,1,1
18-B-1142,65.0,24.2,582.0,1,1,1,1,1
18-B-1145,65.0,31.1,791.0,1,1,1,1,1
18-B-1147,65.0,28.4,742.0,1,1,1,1,1
18-B-1148,65.0,27.5,769.0,1,1,1,1,1
18-B-1149,65.0,23.3,595.0,1,1,1,1,1
18-B-1150,65.0,23.8,615.0,1,1,1,1,1
18-B-1236,117.0,19.9,454.0,1,0,1,1,0
18-B-1237,117.0,20.2,432.0,1,0,1,1,0
18-B-1238,117.0,18.4,501.0,1,0,0,1,0
18-B-1239,117.0,19.3,487.0,1,0,0,1,0
18-B-1240,117.0,20.2,530.0,1,0,1,1,0
18-B-1241,117.0,20.6,463.0,1,0,1,1,0
18-B-1242,117.0,19.36,454.0,1,0,0,1,0
18-B-1243,117.0,19.84,475.0,1,0,0,1,0
18-B-1244,117.0,19.7,483.0,1,0,1,1,0
18-B-1245,117.0,20.0,467.0,1,0,1,1,0
18-B-1246,117.0,18.9,508.0,1,0,1,1,0
18-B-1247,117.0,19.6,497.0,1,0,1,1,0
18-B-1248,117.0,19.5,321.0,1,0,1,1,0
18-B-1249,117.0,19.4,419.0,1,0,1,1,0
18-B-1250,117.0,19.8,387.0,1,0,1,1,0
18-B-1251,117.0,20.0,471.0,1,0,1,1,0
18-B-1252,117.0,19.9,328.0,1,0,1,1,0
18-B-1253,117.0,20.4,453.0,1,0,0,1,0
18-B-1254,117.0,20.6,451.0,1,0,1,1,0
18-B-1255,117.0,20.8,466.0,1,0,1,1,0
18-B-1256,117.0,18.97,596.0,1,0,1,1,0
18-B-1257,117.0,21.0,464.0,1,0,1,1,0
18-B-1259,117.0,20.2,553.0,1,0,1,1,0
18-B-1260,117.0,19.98,474.0,1,0,1,1,0
18-B-1261,117.0,20.5,360.0,1,0,1,1,0
18-B-1262,117.0,20.8,420.0,1,0,1,1,0
18-B-1263,117.0,20.5,478.0,1,0,1,1,0
18-B-1265,117.0,19.1,488.0,1,0,1,1,0
18-B-1266,117.0,20.2,478.0,1,0,1,1,0
18-B-1267,117.0,19.96,521.0,1,0,1,1,0
18-B-1268,117.0,20.6,493.0,1,1,1,1,1
18-B-1269,117.0,21.1,632.0,1,0,0,1,0
18-B-1270,117.0,19.34,395.0,1,0,1,1,0
18-B-1271,117.0,20.6,416.0,1,1,1,1,1
18-B-1272,117.0,21.5,479.0,1,0,1,1,0
18-B-1273,117.0,20.9,460.0,1,0,1,1,0
18-B-1274,117.0,21.1,417.0,1,1,1,1,1
18-B-1275,117.0,20.5,474.0,1,1,1,1,1
18-B-1276,117.0,19.25,404.0,1,0,1,1,0
18-B-1277,117.0,19.52,539.0,1,0,0,1,0
18-B-1278,117.0,20.3,455.0,1,0,1,1,0
18-B-1279,117.0,20.5,335.0,1,0,0,1,0
18-B-1280,117.0,20.1,367.0,1,0,1,1,0
18-B-1282,117.0,19.9,520.0,1,0,1,1,0
18-B-1283,117.0,18.9,425.0,1,0,1,1,0
18-B-1284,117.0,19.5,543.0,1,0,1,1,0
18-B-1285,117.0,18.0,513.0,1,0,1,1,0
18-B-1286,117.0,19.6,474.0,1,0,1,1,0
18-B-1287,117.0,20.0,509.0,1,0,1,1,0
18-B-1288,117.0,20.4,468.0,1,1,1,1,1
18-B-1289,117.0,21.0,461.0,1,0,1,1,0
18-B-1290,117.0,20.5,498.0,1,0,1,1,0
18-B-1291,117.0,21.2,372.0,1,1,1,1,1
18-B-1292,117.0,21.0,366.0,1,0,1,1,0
18-B-1293,117.0,20.9,309.0,1,0,1,1,0
18-B-1294,117.0,21.0,306.0,1,0,1,1,0
18-B-1295,117.0,19.8,353.0,1,0,1,1,0
18-B-1296,117.0,20.3,428.0,1,0,1,1,0
18-B-1297,117.0,19.9,429.0,1,0,1,1,0
18-B-1298,117.0,19.8,416.0,1,0,1,1,0
18-B-1299,117.0,19.2,457.0,1,0,1,1,0
18-B-1300,117.0,19.0,443.0,1,0,1,1,0
18-B-1301,117.0,19.55,575.0,1,0,1,1,0
18-B-1302,117.0,21.1,509.0,1,0,0,1,0
18-B-1303,117.0,22.4,475.0,1,0,1,1,0
18-B-1304,117.0,21.9,433.0,1,0,1,1,0
18-B-1305,117.0,21.8,405.0,1,0,1,1,0
18-B-1306,117.0,21.9,594.0,1,0,1,1,0
18-B-1307,117.0,21.9,501.0,1,0,1,1,0
18-B-1308,117.0,20.7,512.0,1,1,1,1,1
18-B-1309,117.0,20.8,401.0,1,0,1,1,0
18-B-1310,117.0,19.8,472.0,1,0,1,1,0
18-B-1311,117.0,19.5,547.0,1,0,1,1,0
18-B-1312,117.0,18.7,440.0,1,0,1,1,0
18-B-1313,117.0,19.2,552.0,1,0,1,1,0
18-B-1314,117.0,21.1,386.0,1,0,1,1,0
18-B-1315,117.0,21.2,407.0,1,0,1,1,0
18-B-1317,65.0,26.8,629.0,1,1,1,1,1
18-B-1321,65.0,31.2,768.0,1,1,1,1,1
18-B-1323,65.0,27.4,648.0,1,1,1,1,1
18-B-1324,65.0,30.5,875.0,1,1,1,1,1
18-B-1325,65.0,29.7,832.0,1,1,1,1,1
18-B-1327,65.0,29.3,759.0,1,1,1,1,1
18-B-1328,65.0,29.7,849.0,1,1,1,1,1
18-B-1329,65.0,28.7,820.0,1,1,1,1,1
18-B-1330,65.0,24.5,611.0,1,1,1,1,1
18-B-1331,65.0,29.6,770.0,1,1,1,1,1
18-B-1439 ,117.0,19.7,354.0,1,0,1,1,0
18-B-1440,117.0,19.9,375.0,1,0,1,1,0
18-B-1441,117.0,20.3,470.0,1,0,1,1,0
18-B-1442,117.0,20.8,384.0,1,0,1,1,0
18-B-1443,117.0,20.8,305.0,1,0,1,1,0
18-B-1444,117.0,20.1,382.0,1,0,1,1,0
18-B-1445,117.0,19.8,327.0,1,0,1,1,0
18-B-1446,117.0,20.2,332.0,1,1,1,1,1
18-B-1447,117.0,20.4,357.0,1,0,1,1,0
18-B-1448,117.0,21.0,407.0,1,0,1,1,0
18-B-1449,117.0,19.7,532.0,1,1,1,1,1
18-B-1450,117.0,19.6,352.0,1,0,1,1,0
18-B-1451,117.0,20.4,369.0,1,0,1,1,0
18-B-1452,117.0,20.2,506.0,1,0,1,1,0
18-B-1453,117.0,21.21,263.0,1,0,1,1,0
18-B-1454,117.0,19.5,288.0,1,0,1,1,0
18-B-1455,117.0,20.1,40.0,1,0,1,1,0
18-B-1456,117.0,20.3,156.6,1,0,1,1,0
18-B-1457,117.0,19.47,251.0,1,0,1,1,0
18-B-1458,117.0,20.4,166.4,1,0,1,1,0
18-B-1459,117.0,20.2,160.3,1,0,1,1,0
18-B-1460,117.0,21.7,192.6,1,0,1,1,0
18-B-1461,117.0,21.7,119.0,1,0,1,1,0
18-B-1462,117.0,20.75,340.0,1,0,1,1,0
18-B-1463,117.0,21.9,111.6,1,0,1,1,0
18-B-1464,117.0,20.8,280.0,1,0,1,1,0
18-B-1465,117.0,21.2,485.0,1,0,1,1,0
18-B-1466,117.0,20.3,480.0,1,0,1,1,0
18-B-1467,117.0,21.3,375.0,1,0,1,1,0
18-B-1468,117.0,21.1,375.0,1,0,1,1,0
18-B-1469,117.0,20.7,518.0,1,0,1,1,0
18-B-1470,117.0,21.1,439.0,1,0,1,1,0
18-B-1471,117.0,21.0,380.0,1,0,1,1,0
18-B-1472,117.0,18.7,131.0,1,0,1,1,0
18-B-1473,117.0,18.7,323.0,1,0,1,1,0
18-B-1474,117.0,19.0,536.0,1,0,1,1,0
18-B-1475,117.0,19.4,435.0,1,1,1,1,1
18-B-1476,117.0,20.2,571.0,1,0,1,1,0
18-B-1477,117.0,21.6,410.0,1,0,1,1,0
18-B-1478,117.0,20.7,293.0,1,1,1,1,1
18-B-1479,117.0,20.6,368.0,1,0,1,1,0
18-B-1480,117.0,20.1,469.0,1,0,1,1,0
18-B-1481,117.0,19.1,448.0,1,1,1,1,1
18-B-1482,117.0,20.3,367.0,1,0,1,1,0
18-B-1483,117.0,20.2,319.0,1,1,1,1,1
18-B-1484,117.0,19.5,444.0,1,1,1,1,1
18-B-1485,117.0,20.0,527.0,1,1,1,1,1
18-B-1486,117.0,19.57,497.0,1,0,1,1,0
18-B-1487,117.0,19.82,519.0,1,0,1,1,0
18-B-1488,117.0,19.67,504.0,1,0,1,1,0
18-B-1489,117.0,20.9,521.0,1,0,1,1,0
18-B-1490,117.0,20.7,506.0,1,0,1,1,0
18-B-1491,117.0,19.3,460.0,1,0,1,1,0
18-B-1492,117.0,20.4,532.0,1,0,1,1,0
18-B-1493,117.0,20.2,576.0,1,1,1,1,1
18-B-1494,117.0,21.2,530.0,1,0,1,1,0
18-B-1495,117.0,20.3,535.0,1,0,1,1,0
18-B-1496,117.0,20.8,489.0,1,0,1,1,0
18-B-1497,117.0,19.7,382.0,1,1,1,1,1
18-B-1498,117.0,20.8,408.0,1,0,1,1,0
18-B-1499,117.0,18.55,221.0,1,0,1,1,0
18-B-1500,117.0,19.89,400.0,1,0,1,1,0
18-B-1501,117.0,19.31,416.0,1,0,1,1,0
18-B-1502,117.0,20.2,434.0,1,0,1,1,0
18-B-1870,117.0,18.8,395.0,1,0,1,1,0
18-B-1871,117.0,20.8,455.0,1,0,1,1,0
18-B-1872,117.0,21.0,430.0,1,0,1,1,0
18-B-1873,117.0,20.4,474.0,1,0,0,1,0
18-B-1874,117.0,20.4,529.0,1,0,1,1,0
18-B-1875,117.0,20.0,493.0,1,0,1,1,0
18-B-1876,117.0,21.2,387.0,1,0,1,1,0
18-B-1877,117.0,21.1,432.0,1,0,1,1,0
18-B-1878,117.0,20.2,540.0,1,0,1,1,0
18-B-1879,117.0,21.1,521.0,1,0,0,1,0
18-B-1880,117.0,19.5,614.0,1,0,1,1,0
18-B-1881,117.0,20.0,542.0,1,0,1,1,0
18-B-1882,65.0,26.4,853.0,1,1,1,1,1
18-B-1883,65.0,27.7,799.0,1,1,1,1,1
18-B-1885,65.0,19.81,535.0,1,1,1,1,1
18-B-1886,66.0,23.7,586.0,1,1,1,1,1
18-B-1887,66.0,25.4,646.0,1,1,1,1,1
18-B-1888,65.0,23.8,558.0,1,1,1,1,1
18-B-1889,65.0,25.4,649.0,1,1,1,1,1
18-B-1891,65.0,27.4,657.0,1,1,1,1,1
18-B-1892,65.0,25.1,629.0,1,1,1,1,1
18-B-1893,65.0,24.6,618.0,1,1,1,1,1
18-B-1894,65.0,23.9,625.0,1,1,1,1,1
18-B-1895,65.0,24.2,622.0,1,1,1,1,1
18-B-1896,65.0,22.6,510.0,1,1,1,1,1
18-B-1906,65.0,29.9,914.0,1,1,1,1,1
18-B-1910,68.0,25.0,629.0,1,1,1,1,1
18-B-1911,65.0,25.1,635.0,1,1,1,1,1
18-B-1912,68.0,25.8,655.0,1,1,1,1,1
18-B-1913,65.0,26.5,637.0,1,1,1,1,1
18-B-1914,69.0,25.5,668.0,1,1,1,1,1
18-B-1915,65.0,23.7,622.0,1,1,1,1,1
18-B-1916,65.0,29.7,759.0,1,1,1,1,1
18-B-1917,65.0,30.6,744.0,1,1,1,1,1
18-B-1918,65.0,25.0,622.0,1,1,1,1,1
18-B-1919,65.0,22.7,660.0,1,1,1,1,1
18-B-2091,45.0,19.87,643.0,1,1,1,1,1
18-B-2101,45.0,27.5,724.0,1,1,1,1,1
18-B-2106,45.0,28.2,692.0,1,1,1,1,1
18-A-698,45.0,30.4,724.0,1,1,1,1,1
18-A-699,45.0,20.6,525.0,1,1,1,1,1
18-A-700,45.0,20.2,486.0,1,1,1,1,1
18-A-702,45.0,25.8,682.0,1,1,1,1,1
18-A-703,45.0,25.9,677.0,1,1,1,1,1
18-A-704,45.0,27.1,695.0,1,1,1,1,1
18-A-705,45.0,30.4,770.0,1,0,1,1,0
18-A-706,45.0,21.4,506.0,1,1,1,1,1
18-A-707,45.0,22.7,495.0,1,1,1,1,1
18-A-708,45.0,20.9,462.0,1,1,1,1,1
18-A-709,45.0,20.8,525.0,1,1,1,1,1
18-A-710,45.0,20.3,456.0,1,1,1,1,1
18-A-711,45.0,20.6,395.0,1,1,1,1,1
18-A-712,45.0,21.3,499.0,1,1,1,1,1
18-A-714,45.0,21.5,536.0,1,1,0,1,0
18-A-715,45.0,20.7,381.0,1,1,1,1,1
18-A-716,45.0,21.7,433.0,1,1,1,1,1
18-A-717,45.0,25.1,632.0,1,1,1,1,1
18-A-718,45.0,27.6,757.0,1,1,1,1,1
18-A-720,45.0,20.2,277.0,1,1,1,1,1
18-A-721,45.0,20.7,516.0,1,1,1,1,1
18-A-722,45.0,23.8,681.0,1,1,1,1,1
18-A-723,45.0,21.6,609.0,1,1,1,1,1
18-A-725,45.0,21.1,364.0,1,1,1,1,1
18-A-776,35.0,23.4,657.0,1,1,1,1,1
18-A-777,35.0,21.4,577.0,1,1,1,1,1
18-A-778,35.0,21.7,715.0,1,1,1,1,1
18-A-779,35.0,20.4,476.0,1,1,1,1,1
18-A-781,35.0,24.3,660.0,1,1,1,1,1
18-A-783,63.0,18.92,466.0,1,1,1,1,1
18-A-784,65.0,20.2,571.0,1,1,1,1,1
18-A-785,65.0,20.9,447.0,1,1,1,1,1
18-A-786,65.0,21.7,574.0,1,1,1,1,1
18-A-787,65.0,26.1,735.0,1,1,1,1,1
18-A-788,65.0,22.8,633.0,1,1,1,1,1
18-A-789,65.0,22.3,591.0,1,1,1,1,1
