date_code,thickness,amb_tensile_pre_cure,amb_elongation_pre_cure,amb_elongation_result,amb_tensile_result,hot_tensile_result,hot_elongation_result,overall_result
17-B-2277,65.0,23.3,649.0,1,1,1,1,1
17-B-2279,65.0,22.9,560.0,1,1,1,1,1
17-B-2284,65.0,25.5,630.0,1,1,1,1,1
17-B-2370,117.0,21.3,309.0,1,1,1,1,1
17-B-2371,117.0,22.1,368.0,1,1,1,1,1
17-B-2372,117.0,20.9,326.0,1,1,1,1,1
17-B-2373,117.0,21.1,291.0,1,1,1,1,1
17-B-2374,117.0,20.3,336.0,1,1,1,1,1
17-B-2375,117.0,21.5,412.0,1,1,1,1,1
17-B-2376,117.0,21.8,370.0,1,1,1,1,1
17-B-2377,117.0,22.1,404.0,1,1,1,1,1
17-B-2378,117.0,21.5,329.0,1,1,0,1,0
17-B-2379,117.0,22.2,303.0,1,1,0,1,0
17-B-2380,117.0,21.3,412.0,1,1,0,1,0
17-B-2381,117.0,21.1,338.0,1,1,0,1,0
17-B-2382,117.0,22.7,439.0,1,1,1,1,1
17-B-2383,117.0,22.6,469.0,1,1,1,1,1
17-B-2384,117.0,20.9,344.0,1,1,1,1,1
17-B-2385,117.0,20.2,302.0,1,1,1,1,1
17-B-2386,117.0,20.1,295.0,1,1,1,1,1
17-B-2387,117.0,20.3,437.0,1,1,0,1,0
17-B-2388,117.0,19.1,374.0,1,1,0,1,0
17-B-2389,117.0,19.5,404.0,1,1,0,1,0
17-B-2390,117.0,19.5,721.0,1,1,1,1,1
17-B-2391,117.0,20.4,506.0,1,1,1,1,1
17-B-2392,117.0,21.3,784.0,1,1,1,1,1
17-B-2393,117.0,21.3,812.0,1,1,1,1,1
17-B-2394,117.0,20.5,841.0,1,1,0,1,0
17-B-2396,117.0,21.9,390.0,1,1,0,1,0
17-B-2397,117.0,20.3,391.0,1,1,0,1,0
17-B-2398,117.0,21.2,607.0,1,1,1,1,1
17-B-2399,117.0,21.1,538.0,1,1,1,1,1
17-B-2400,117.0,21.5,330.0,1,0,1,1,0
17-B-2402,117.0,20.8,474.0,1,1,0,1,0
17-B-2403,117.0,20.5,541.0,1,1,0,1,0
17-B-2406,117.0,19.9,395.0,1,1,0,1,0
17-B-2408,117.0,20.8,774.0,1,1,1,1,1
17-B-2409,117.0,21.0,599.0,1,1,1,1,1
17-B-2410,117.0,19.6,524.0,1,1,1,1,1
17-B-2411,117.0,20.3,618.0,1,1,1,1,1
17-B-2412,117.0,20.4,327.0,1,1,1,1,1
17-B-2413,117.0,19.8,475.0,1,1,0,1,0
17-B-2414,117.0,20.8,475.0,1,1,1,1,1
17-B-2415,117.0,20.8,323.0,1,1,1,1,1
17-B-2416,117.0,20.5,185.0,1,1,1,1,1
17-B-2417,117.0,20.5,422.0,1,1,1,1,1
17-B-2418,117.0,21.9,510.0,1,1,1,1,1
17-B-2419,117.0,21.3,498.0,1,1,1,1,1
17-B-2420,117.0,21.1,521.0,1,1,1,1,1
17-B-2421,117.0,21.4,544.0,1,1,1,1,1
17-B-2422,117.0,21.7,480.0,1,1,1,1,1
17-B-2423,117.0,21.0,427.0,1,1,1,1,1
17-B-2424,117.0,21.8,452.0,1,1,1,1,1
17-B-2425,117.0,22.7,418.0,1,1,1,1,1
17-B-2426,117.0,21.6,535.0,1,1,0,1,0
17-B-2427,117.0,21.6,495.0,1,1,0,1,0
17-B-2428,117.0,21.1,438.0,1,1,0,1,0
17-B-2429,117.0,21.9,442.0,1,1,0,1,0
17-B-2430,117.0,21.5,338.0,1,1,0,1,0
17-B-2431,117.0,21.1,393.0,1,0,0,1,0
17-B-2439,45.0,28.4,659.0,1,1,1,1,1
17-B-2442,45.0,27.6,881.0,1,1,1,1,1
17-B-2443,45.0,28.1,863.0,1,1,1,1,1
17-B-2445,45.0,30.1,867.0,1,1,1,1,1
17-B-2504,117.0,19.3,4.25,1,1,1,1,1
17-B-2505,117.0,20.4,334.0,1,1,1,1,1
17-B-2506,117.0,20.3,326.0,1,1,1,1,1
17-B-2507,117.0,20.1,310.0,1,1,0,1,0
17-B-2508,117.0,20.2,419.0,1,1,1,1,1
17-B-2509,117.0,21.2,435.0,1,1,0,1,0
17-B-2510,117.0,20.2,532.0,1,1,1,1,1
17-B-2512,117.0,22.6,513.0,1,1,1,1,1
17-B-2513,117.0,22.1,577.0,1,1,1,1,1
17-B-2514,117.0,21.0,516.0,1,1,0,1,0
17-B-2516,117.0,20.8,422.0,1,1,0,1,0
17-B-2517,117.0,20.9,320.0,1,1,0,1,0
17-B-2518,117.0,22.2,569.0,1,1,1,1,1
17-B-2519,117.0,22.5,532.0,1,1,1,1,1
17-B-2520,117.0,20.0,505.0,1,1,1,1,1
17-B-2521,117.0,21.3,470.0,1,1,0,1,0
17-B-2522,117.0,19.5,474.0,1,1,0,1,0
17-B-2523,117.0,20.3,457.0,1,0,0,1,0
17-B-2524,117.0,19.2,465.0,1,1,0,1,0
17-B-2525,117.0,21.0,524.0,1,1,0,1,0
17-B-2526,117.0,21.2,508.0,1,1,1,1,1
17-B-2527,117.0,20.9,577.0,1,0,1,1,0
17-B-2528,117.0,21.0,561.0,1,0,1,1,0
17-B-2529,117.0,21.3,670.0,1,0,1,1,0
17-B-2530,117.0,21.4,382.0,1,1,0,1,0
17-B-2531,117.0,21.6,489.0,1,1,0,1,0
17-B-2532,117.0,21.5,373.0,1,1,0,1,0
17-B-2533,117.0,21.7,550.0,1,0,0,1,0
17-B-2534,117.0,20.0,394.0,1,1,0,1,0
17-B-2535,117.0,20.4,306.0,1,0,1,1,0
17-B-2536,117.0,20.9,422.0,1,0,0,1,0
17-B-2537,117.0,21.1,289.0,1,0,0,1,0
17-B-2538,117.0,20.9,583.0,1,0,1,1,0
17-B-2539,117.0,22.0,499.0,1,1,1,1,1
17-B-2540,117.0,22.1,569.0,1,0,0,1,0
17-B-2541,117.0,21.8,501.0,1,1,0,1,0
17-B-2542,117.0,22.1,586.0,1,1,0,1,0
17-B-2543,117.0,21.6,525.0,1,0,1,1,0
17-B-2544,117.0,21.7,690.0,1,0,0,1,0
17-B-2545,117.0,20.9,416.0,1,0,0,1,0
17-B-2546,117.0,20.3,459.0,1,1,1,1,1
17-B-2547,117.0,20.9,328.0,1,0,0,1,0
17-B-2548,117.0,19.05,261.5,1,0,0,1,0
17-B-2549,117.0,19.3,295.5,1,1,0,1,0
17-B-2550,117.0,19.4,352.0,1,1,0,1,0
17-B-2551,117.0,19.4,460.0,1,1,0,1,0
17-B-2552,117.0,19.4,441.0,1,1,1,1,1
17-B-2553,117.0,19.1,354.0,1,1,0,1,0
17-B-2554,117.0,17.8,336.0,1,0,1,1,0
17-B-2555,117.0,18.7,474.0,1,1,0,1,0
17-B-2556,117.0,18.1,415.0,1,1,0,1,0
17-B-2557,117.0,18.8,493.0,1,1,0,1,0
17-B-2558,117.0,19.3,535.0,1,1,0,1,0
17-B-2560,117.0,21.2,511.0,1,0,0,1,0
17-B-2561,117.0,20.3,555.0,1,1,0,1,0
17-B-2562,117.0,20.8,516.0,1,1,0,1,0
17-B-2563,117.0,21.3,479.0,1,1,0,1,0
17-B-2564,117.0,21.4,592.0,1,1,0,1,0
17-B-2565,117.0,21.9,565.0,1,1,0,1,0
17-B-2566,117.0,21.8,466.0,1,1,0,1,0
17-B-2567,117.0,21.3,478.0,1,1,0,1,0
17-B-2568,72.0,27.8,699.0,1,1,1,1,1
17-B-2574,72.0,30.0,747.0,1,1,1,1,1
17-B-2575,72.0,29.6,719.0,1,1,1,1,1
17-B-2576,72.0,28.9,736.0,1,1,1,1,1
17-B-2577,72.0,29.1,713.0,1,1,1,1,1
17-B-2580,72.0,26.9,672.0,1,1,0,1,0
17-B-2581,72.0,25.7,635.0,1,1,1,1,1
17-B-2587,65.0,31.2,917.0,1,1,1,1,1
17-B-2593,65.0,31.1,849.0,1,1,1,1,1
17-B-2594,65.0,29.5,814.0,1,1,1,1,1
17-B-2595,65.0,26.9,766.0,1,1,1,1,1
17-B-2598,65.0,30.5,852.0,1,1,1,1,1
17-B-2599,65.0,26.3,825.0,1,1,1,1,1
17-B-2795,117.0,21.0,562.0,1,0,1,1,0
17-B-2796,117.0,20.0,526.0,1,0,0,1,0
17-B-2797,117.0,21.0,572.0,1,1,0,1,0
17-B-2798,117.0,20.0,615.0,1,1,0,1,0
17-B-2799,117.0,22.0,611.0,1,1,0,1,0
17-B-2800,117.0,21.0,556.0,1,1,0,1,0
17-B-2801,117.0,21.8,535.0,1,0,0,1,0
17-B-2802,117.0,22.0,296.0,1,0,0,1,0
17-B-2803,117.0,22.2,441.0,1,0,0,1,0
17-B-2804,117.0,22.2,377.0,1,1,0,1,0
17-B-2805,117.0,22.3,553.0,1,0,1,1,0
17-B-2806,117.0,22.2,287.0,1,0,1,1,0
17-B-2807,117.0,21.1,604.0,1,0,1,1,0
17-B-2808,117.0,21.5,444.0,1,0,1,1,0
17-B-2809,117.0,21.7,337.0,1,0,0,1,0
17-B-2810,117.0,20.4,317.0,1,0,0,1,0
17-B-2811,117.0,19.8,428.0,1,0,1,1,0
17-B-2812,117.0,20.3,340.0,1,0,1,1,0
17-B-2813,117.0,20.2,270.0,1,0,1,1,0
17-B-2814,117.0,19.4,261.0,1,0,1,1,0
17-B-2815,117.0,21.1,372.0,1,0,1,1,0
17-B-2816,117.0,19.9,304.0,1,0,1,1,0
17-B-2817,117.0,19.5,330.0,1,0,0,1,0
17-B-2818,117.0,19.7,386.0,1,0,1,1,0
17-B-2819,117.0,20.5,343.0,1,0,0,1,0
17-B-2820,117.0,19.9,336.0,1,0,0,1,0
17-B-2821,117.0,19.8,339.0,1,0,0,1,0
17-B-2822,117.0,20.3,302.0,1,1,1,1,1
17-B-2823,117.0,19.6,345.0,1,1,0,1,0
17-B-2824,117.0,21.4,369.0,1,0,0,1,0
17-B-2825,117.0,20.7,263.0,1,0,1,1,0
17-B-2826,117.0,20.9,390.0,1,1,1,1,1
17-B-2827,117.0,22.1,356.0,0,0,1,1,0
17-B-2828,117.0,21.2,243.0,1,1,0,1,0
17-B-2829,117.0,21.5,223.0,0,1,0,1,0
17-B-2830,117.0,21.6,356.0,0,0,0,1,0
17-B-2831,117.0,18.8,86.0,1,1,0,1,0
17-B-2832,117.0,21.6,377.0,1,1,0,1,0
17-B-2833,117.0,21.2,526.0,1,1,1,1,1
17-B-2834,117.0,21.6,586.0,1,1,1,1,1
17-B-2835,117.0,22.5,565.0,1,1,0,1,0
17-B-2836,117.0,22.2,430.0,1,1,0,1,0
17-B-2837,117.0,22.4,289.0,1,1,0,1,0
17-B-2838,117.0,21.9,355.0,1,0,0,1,0
17-B-2839,117.0,22.0,427.0,1,0,1,1,0
17-B-2840,117.0,21.4,412.0,1,0,1,1,0
17-B-2841,117.0,22.7,500.0,1,0,0,1,0
17-B-2842,117.0,21.8,481.0,1,0,0,1,0
17-B-2843,117.0,21.0,163.0,1,0,0,1,0
17-B-2844,117.0,20.1,390.0,1,0,0,1,0
17-B-2845,117.0,22.7,542.0,1,0,0,1,0
17-B-2846,117.0,21.5,316.0,1,0,0,1,0
17-B-2847,117.0,21.2,440.0,1,0,1,1,0
17-B-2848,117.0,21.3,511.0,1,1,0,1,0
17-B-2849,117.0,21.6,376.0,1,1,1,1,1
17-B-2850,117.0,23.0,461.0,1,0,0,1,0
17-B-2851,117.0,22.9,555.0,1,0,0,1,0
17-B-2852,117.0,22.9,344.0,1,1,0,1,0
17-B-2853,117.0,21.4,430.0,1,1,1,1,1
17-B-2854,117.0,22.6,367.0,1,1,1,1,1
17-B-2855,117.0,22.9,526.0,1,0,1,1,0
17-B-2856,117.0,22.9,458.0,1,1,1,1,1
17-B-2857,117.0,22.8,500.0,1,1,1,1,1
17-B-2858,117.0,22.7,419.0,1,0,1,1,0
17-B-2859,117.0,22.6,565.0,1,1,0,1,0
17-B-2860,117.0,22.5,394.0,1,1,1,1,1
17-B-2861,117.0,22.9,471.0,1,1,1,1,1
17-B-2862,117.0,22.3,498.0,1,1,0,1,0
17-B-2863,117.0,21.4,405.0,1,1,0,1,0
17-B-2864,117.0,22.0,511.0,1,1,1,1,1
17-B-2865,117.0,21.7,540.0,1,1,0,1,0
17-B-2866,117.0,21.8,533.0,1,0,1,1,0
17-B-2867,117.0,21.4,434.0,1,1,0,1,0
17-B-2868,117.0,22.4,436.0,1,1,0,1,0
17-B-2869,117.0,21.9,342.0,1,0,0,1,0
17-B-2870,117.0,21.3,399.0,1,0,0,1,0
17-B-2871,117.0,21.8,537.0,1,0,0,1,0
17-B-2872,117.0,21.8,406.0,1,0,0,1,0
17-B-2873,72.0,25.3,600.0,1,1,1,1,1
17-B-2874,72.0,24.3,557.0,1,1,1,1,1
17-B-2875,72.0,26.1,593.0,1,1,1,1,1
17-B-2876,72.0,25.2,602.0,1,1,1,1,1
17-B-2877,72.0,19.7,550.0,1,1,1,1,1
17-B-2878,72.0,21.8,755.0,1,1,1,1,1
17-B-2879,72.0,21.1,497.0,1,1,1,1,1
17-B-2880,72.0,21.5,527.0,1,0,1,1,0
17-B-2881,72.0,21.5,411.0,1,1,1,1,1
17-B-2882,72.0,20.9,365.0,1,1,1,1,1
17-B-2883,72.0,22.0,542.0,1,1,1,1,1
17-B-2884,72.0,20.4,335.0,1,1,1,1,1
17-B-2885,72.0,22.2,613.0,1,1,1,1,1
17-B-2886,72.0,21.3,554.0,1,1,1,1,1
17-B-2887,72.0,21.8,539.0,1,1,1,1,1
17-B-2888,72.0,20.9,531.0,1,0,1,1,0
17-B-2889,65.0,30.7,718.0,1,1,1,1,1
17-B-2891,65.0,28.3,653.0,1,1,1,1,1
17-B-2892,65.0,30.9,748.0,1,1,1,1,1
17-B-2893,65.0,24.5,570.0,1,1,1,1,1
17-B-2894,65.0,26.3,615.0,1,1,1,1,1
17-B-2895,65.0,22.1,525.0,1,1,1,1,1
17-B-2896,65.0,29.9,690.0,1,1,1,1,1
17-B-2898,65.0,29.8,712.0,1,1,1,1,1
17-B-2899,65.0,29.5,728.0,1,1,1,1,1
17-B-2900,65.0,29.9,735.0,1,1,1,1,1
17-B-2901,65.0,27.7,689.0,1,1,1,1,1
17-B-2903,65.0,30.4,722.0,1,1,1,1,1
17-B-2972,117.0,21.4,495.0,1,1,0,1,0
17-B-2973,117.0,20.8,437.0,1,0,0,1,0
17-B-2974,117.0,21.8,376.0,1,1,0,1,0
17-B-2975,117.0,21.4,310.0,1,1,0,1,0
17-B-2976,117.0,22.8,278.0,1,1,0,1,0
17-B-2977,117.0,22.6,408.0,0,1,0,1,0
17-B-2978,117.0,21.0,385.0,1,1,0,1,0
17-B-2979,117.0,22.9,499.0,1,1,1,1,1
17-B-2980,117.0,21.0,369.0,0,1,0,1,0
17-B-2981,117.0,21.9,341.0,1,0,0,1,0
17-B-2982,117.0,21.5,514.0,1,1,0,1,0
17-B-2983,117.0,22.8,388.0,1,1,0,1,0
17-B-2984,117.0,21.2,353.0,1,1,0,1,0
17-B-2985,117.0,19.3,382.0,1,1,1,1,1
17-B-2986,117.0,20.7,481.0,1,1,0,1,0
17-B-2987,117.0,19.8,482.0,1,0,0,1,0
17-B-2988,117.0,21.2,591.0,1,1,0,1,0
17-B-2989,117.0,21.7,578.0,1,1,0,1,0
17-B-2990,117.0,21.6,729.0,1,1,1,1,1
17-B-2991,117.0,21.4,587.0,1,1,0,1,0
17-B-2992,117.0,22.1,537.0,1,1,0,1,0
17-B-2993,117.0,22.2,495.0,1,1,1,1,1
17-B-2994,117.0,21.0,557.0,1,0,1,1,0
17-B-2995,117.0,20.6,303.0,1,1,1,1,1
17-B-2996,117.0,21.6,414.0,1,1,1,1,1
17-B-2997,117.0,21.3,685.0,1,1,1,1,1
17-B-2998,117.0,21.2,556.0,1,1,0,1,0
17-B-2999,117.0,21.7,602.0,1,1,1,1,1
17-B-3000,117.0,21.1,426.0,1,1,0,1,0
17-B-3001,117.0,20.3,518.0,1,0,0,1,0
17-B-3002,117.0,20.1,617.0,1,1,0,1,0
17-B-3003,117.0,20.5,370.0,1,1,0,1,0
17-B-3004,117.0,20.3,416.0,1,1,0,1,0
17-B-3005,117.0,21.4,396.0,1,1,1,1,1
17-B-3006,117.0,21.1,337.0,1,0,0,1,0
17-B-3007,117.0,21.0,386.0,1,1,0,1,0
17-B-3008,117.0,22.0,488.0,1,1,1,1,1
17-B-3009,117.0,21.6,414.0,1,0,1,1,0
17-B-3010,117.0,20.6,542.0,1,1,1,1,1
17-B-3011,117.0,21.3,555.0,1,0,1,1,0
17-B-3012,117.0,21.4,703.0,1,1,1,1,1
17-B-3013,117.0,22.0,686.0,1,1,1,1,1
17-B-3014,117.0,21.0,414.0,1,1,1,1,1
17-B-3015,117.0,19.9,283.0,1,1,0,1,0
17-B-3016,117.0,19.6,543.0,1,1,0,1,0
17-B-3017,117.0,19.8,523.0,1,1,0,1,0
17-B-3018,117.0,21.6,487.0,1,0,1,1,0
17-B-3019,117.0,21.0,622.0,1,1,1,1,1
17-B-3020,117.0,21.1,521.0,1,1,0,1,0
17-B-3021,117.0,21.4,482.0,1,1,1,1,1
17-B-3022,117.0,21.7,559.0,1,1,1,1,1
17-B-3023,117.0,22.2,445.0,1,1,1,1,1
17-B-3024,117.0,21.9,708.0,1,1,1,1,1
17-B-3025,117.0,21.5,359.0,1,1,0,1,0
17-B-3026,117.0,21.9,618.0,1,1,1,1,1
17-B-3027,117.0,22.1,573.0,1,1,0,1,0
17-B-3028,117.0,21.9,518.0,1,1,1,1,1
17-B-3029,117.0,20.7,471.0,1,1,1,1,1
17-B-3030,117.0,21.7,536.0,1,1,0,1,0
17-B-3031,117.0,22.9,471.0,1,0,0,1,0
17-B-3032,117.0,21.5,439.0,1,1,0,1,0
17-B-3033,117.0,21.3,363.0,1,0,0,1,0
17-B-3034,117.0,21.4,505.0,1,1,1,1,1
17-B-3035,117.0,21.6,581.0,1,1,0,1,0
17-B-3036,117.0,21.0,534.0,1,1,1,1,1
17-B-3037,117.0,20.9,603.0,1,1,0,1,0
17-B-3038,117.0,19.75,551.0,1,1,1,1,1
17-B-3039,117.0,20.6,494.0,1,1,1,1,1
17-B-3040,117.0,20.9,538.0,1,1,0,1,0
17-B-3041,117.0,20.2,561.0,1,1,0,1,0
17-B-3042,117.0,19.68,388.0,1,1,1,1,1
17-B-3043,117.0,21.4,600.0,1,1,1,1,1
17-B-3044,117.0,22.6,644.0,1,1,1,1,1
17-B-3045,117.0,22.5,583.0,1,1,1,1,1
18-B-13,117.0,21.7,693.0,1,1,0,1,0
18-B-14,117.0,21.1,760.0,1,1,0,1,0
18-B-15,117.0,21.0,388.0,1,1,0,1,0
18-B-16,117.0,21.0,445.0,1,1,1,1,1
18-B-17,117.0,20.8,627.0,1,1,0,1,0
18-B-18,117.0,21.0,353.0,1,1,0,1,0
18-B-19,117.0,22.4,389.0,1,1,0,1,0
18-B-20,117.0,22.2,275.0,1,1,0,1,0
18-B-21,117.0,21.8,622.0,1,1,1,1,1
18-B-22,117.0,21.9,402.0,1,1,0,1,0
18-B-23,117.0,22.3,596.0,1,1,0,1,0
18-B-24,117.0,21.7,433.0,1,1,0,1,0
18-B-25,117.0,19.9,404.0,1,1,0,1,0
18-B-26,117.0,19.8,567.0,1,1,1,1,1
18-B-27,117.0,20.5,514.0,1,0,0,1,0
18-B-28,117.0,21.1,598.0,1,0,0,1,0
18-B-29,117.0,21.1,601.0,1,1,0,1,0
18-B-30,117.0,21.6,614.0,1,0,1,1,0
18-B-31,117.0,21.8,384.0,1,0,0,1,0
18-B-32,117.0,21.4,398.0,1,0,0,1,0
18-B-33,117.0,21.6,434.0,1,0,0,1,0
18-B-34,117.0,21.8,462.0,1,1,0,1,0
18-B-35,117.0,20.6,400.0,0,1,0,1,0
18-B-36,117.0,20.7,270.0,0,0,0,1,0
18-B-37,117.0,21.4,412.0,1,0,0,1,0
18-B-38,117.0,20.9,317.0,1,0,1,1,0
18-B-39,117.0,19.8,356.0,1,0,0,1,0
18-B-40,117.0,20.2,212.0,1,0,0,1,0
18-B-41,117.0,20.7,341.0,1,0,0,1,0
18-B-42,117.0,20.6,354.0,1,1,0,1,0
18-B-47,72.0,30.9,765.0,1,1,1,1,1
18-B-48,72.0,29.6,725.0,1,1,1,1,1
18-B-50,72.0,26.8,638.0,1,1,1,1,1
18-B-51,72.0,27.7,687.0,1,1,1,1,1
18-B-52,72.0,29.4,704.0,1,1,1,1,1
18-B-53,72.0,25.3,666.0,1,1,1,1,1
18-B-54,72.0,20.7,579.0,1,1,1,1,1
18-B-55,72.0,29.6,756.0,1,1,1,1,1
18-B-57,72.0,26.2,679.0,1,1,1,1,1
18-B-58,72.0,29.1,744.0,1,1,1,1,1
18-B-59,117.0,20.5,359.0,1,1,0,1,0
18-B-60,117.0,20.4,457.0,1,1,0,1,0
18-B-61,117.0,21.9,539.0,1,1,0,1,0
18-B-62,117.0,21.6,511.0,1,1,1,1,1
18-B-63,117.0,21.6,495.0,1,1,0,1,0
18-B-64,117.0,22.0,602.0,1,1,1,1,1
18-B-65,117.0,21.3,588.0,1,1,1,1,1
18-B-66,117.0,21.7,575.0,1,1,1,1,1
18-B-67,117.0,20.6,552.0,1,1,1,1,1
18-B-68,117.0,20.9,731.0,1,1,1,1,1
18-B-69,117.0,20.8,456.0,1,1,0,1,0
18-B-70,117.0,21.8,535.0,1,1,1,1,1
18-B-71,117.0,21.6,456.0,1,1,0,1,0
18-B-72,117.0,21.7,614.0,1,1,0,1,0
18-B-73,117.0,20.9,549.0,1,1,0,1,0
18-B-74,117.0,21.1,468.0,1,1,1,1,1
18-B-75,117.0,20.9,314.0,1,1,0,1,0
18-B-76,117.0,21.8,346.0,1,1,0,1,0
18-B-77,117.0,21.2,311.0,1,1,1,1,1
18-B-78,117.0,21.7,322.0,1,1,1,1,1
18-B-79,117.0,21.2,396.0,1,0,1,1,0
18-B-80,117.0,21.7,401.0,1,1,1,1,1
18-B-81,117.0,22.3,536.0,1,0,0,1,0
18-B-82,117.0,22.6,363.0,1,1,0,1,0
18-B-83,117.0,21.9,523.0,1,1,0,1,0
18-B-84,117.0,22.2,497.0,1,1,1,1,1
18-B-85,117.0,21.3,384.0,1,1,0,1,0
18-B-86,117.0,20.6,301.0,1,1,0,1,0
18-B-87,117.0,20.6,450.0,1,1,0,1,0
18-B-88,117.0,21.1,430.0,1,1,1,1,1
18-B-89,117.0,21.1,450.0,1,1,1,1,1
18-B-90,117.0,20.5,441.0,1,1,1,1,1
18-B-91,117.0,19.7,333.0,1,0,0,1,0
18-B-92,117.0,19.2,370.0,1,1,0,1,0
18-B-93,117.0,21.5,109.0,1,0,0,1,0
18-B-94,117.0,21.2,319.0,0,1,0,1,0
18-B-95,117.0,19.85,257.0,1,0,0,1,0
18-B-96,117.0,22.3,157.0,1,1,0,1,0
18-B-97,117.0,22.3,273.0,1,1,0,1,0
18-B-98,117.0,22.0,388.0,1,1,0,1,0
18-B-99,117.0,20.9,144.0,1,0,0,1,0
18-B-100,117.0,20.9,295.0,1,0,0,1,0
18-B-101,117.0,20.2,413.0,1,1,0,1,0
18-B-102,117.0,20.0,508.0,1,0,0,1,0
18-B-103,117.0,21.3,397.0,1,1,1,1,1
18-B-104,117.0,21.1,537.0,1,0,0,1,0
18-B-105,117.0,20.4,545.0,1,0,1,1,0
18-B-106,117.0,21.5,436.0,1,0,1,1,0
18-B-107,117.0,21.3,560.0,1,0,1,1,0
18-B-108,117.0,21.5,513.0,1,1,1,1,1
18-B-109,117.0,21.1,471.0,1,1,0,1,0
18-B-110,117.0,22.1,448.0,1,1,0,1,0
18-B-111,117.0,20.4,399.0,1,1,1,1,1
18-B-112,117.0,20.5,480.0,1,1,0,1,0
18-B-113,117.0,20.7,523.0,1,1,0,1,0
18-B-114,117.0,20.9,392.0,1,1,0,1,0
18-B-115,117.0,19.34,472.0,1,1,1,1,1
18-B-116,117.0,20.2,367.0,1,1,0,1,0
18-B-117,117.0,20.7,591.0,1,1,1,1,1
18-B-118,117.0,20.9,398.0,1,1,1,1,1
18-B-119,117.0,20.9,393.0,1,0,1,1,0
18-B-120,117.0,19.6,331.0,1,0,0,1,0
18-B-121,117.0,20.4,476.0,1,0,1,1,0
18-B-122,117.0,20.9,392.0,1,0,1,1,0
18-B-123,117.0,21.4,328.0,1,0,1,1,0
18-B-124,117.0,20.9,352.0,1,0,0,1,0
18-B-125,117.0,20.5,279.0,1,0,0,1,0
18-B-126,117.0,20.8,374.0,1,0,0,1,0
18-B-127,117.0,19.6,347.0,1,0,1,1,0
18-B-128,117.0,20.3,407.0,1,0,1,1,0
18-B-129,117.0,21.4,444.0,0,1,1,1,0
18-B-130,117.0,22.4,271.0,1,1,1,1,1
18-B-131,117.0,23.5,400.0,0,1,0,1,0
18-B-132,117.0,22.6,395.0,1,0,0,1,0
18-B-133,117.0,22.6,437.0,1,0,0,1,0
18-B-134,117.0,22.6,295.0,1,0,1,1,0
18-B-135,117.0,22.7,295.0,1,0,1,1,0
18-B-136,117.0,22.3,268.0,1,0,1,1,0
18-B-137,117.0,22.0,345.0,1,0,1,1,0
18-B-138,117.0,22.2,521.0,1,1,1,1,1
18-B-238,90.0,19.54,250.0,1,0,1,1,0
18-B-239,90.0,20.7,376.0,1,0,1,1,0
18-B-240,90.0,19.83,464.0,1,0,1,1,0
18-B-242,90.0,21.2,426.0,1,0,1,1,0
18-B-243,90.0,21.9,468.0,1,0,1,1,0
18-B-244,90.0,22.1,567.0,1,0,1,1,0
18-B-245,90.0,21.6,554.0,1,1,1,1,1
18-B-246,90.0,20.6,350.0,1,0,1,1,0
18-B-247,90.0,21.0,552.0,1,0,1,1,0
18-B-248,90.0,21.7,645.0,1,1,0,1,0
18-B-249,90.0,21.4,695.0,1,0,1,1,0
18-B-250,90.0,20.4,510.0,1,0,1,1,0
18-B-251,117.0,20.5,650.0,1,0,1,1,0
18-B-252,117.0,22.6,615.0,1,0,1,1,0
18-B-253,117.0,21.3,475.0,1,0,1,1,0
18-B-254,117.0,20.6,471.0,1,0,1,1,0
18-B-255,117.0,20.6,543.0,1,0,1,1,0
18-B-256,117.0,21.0,453.0,1,0,1,1,0
18-B-257,117.0,22.1,405.0,1,0,1,1,0
18-B-258,117.0,19.4,579.0,1,0,1,1,0
18-B-259,117.0,19.5,484.0,1,0,1,1,0
18-B-260,117.0,19.4,393.0,1,0,1,1,0
18-B-261,117.0,21.1,459.0,1,0,1,1,0
18-B-262,117.0,21.2,361.0,1,0,1,1,0
18-B-263,117.0,23.1,497.0,1,0,1,1,0
18-B-264,117.0,21.5,371.0,1,0,1,1,0
18-B-265,117.0,21.5,368.0,1,0,1,1,0
18-B-266,117.0,21.4,495.0,1,0,1,1,0
18-B-267,117.0,21.0,462.0,1,0,1,1,0
18-B-268,117.0,21.4,547.0,1,0,1,1,0
18-B-269,117.0,21.5,340.0,1,0,1,1,0
18-B-270,117.0,20.8,361.0,1,0,1,1,0
18-B-271,117.0,21.7,276.0,1,1,1,1,1
18-B-272,117.0,20.3,348.0,1,0,1,1,0
18-B-273,117.0,21.1,440.0,1,0,1,1,0
18-B-274,117.0,20.2,365.0,1,0,1,1,0
18-B-275,117.0,20.4,318.0,1,0,0,1,0
18-B-276,117.0,19.9,658.0,1,1,1,1,1
18-B-277,117.0,21.1,496.0,1,0,1,1,0
18-B-278,117.0,21.0,639.0,1,0,0,1,0
18-B-279,117.0,21.1,446.0,1,0,0,1,0
18-B-280,117.0,21.2,526.0,1,1,1,1,1
18-B-281,117.0,21.5,453.0,1,1,1,1,1
18-B-282,117.0,21.0,487.0,1,1,1,1,1
18-B-283,117.0,22.2,538.0,1,1,1,1,1
18-B-284,117.0,21.0,440.0,1,0,1,1,0
18-B-285,117.0,21.3,540.0,1,0,0,1,0
