date,month,ten_day_mean,ten_day_max,ten_day_min,ten_day_swing
2021-02-08,2,-13.225,-3.5,-28.8,25.3
2021-02-09,2,-13.133333333333335,-3.5,-28.8,25.3
2021-02-10,2,-12.975000000000001,-1.7,-28.8,27.1
2021-02-11,2,-12.25,1.0,-28.8,29.8
2021-02-12,2,-11.091666666666663,2.5,-28.8,31.3
2021-02-13,2,-9.733333333333333,2.8,-28.8,31.6
2021-02-14,2,-8.85,2.8,-28.8,31.6
2021-02-15,2,-8.4,2.8,-28.8,31.6
2021-02-16,2,-7.708333333333335,2.8,-28.8,31.6
2021-02-17,2,-6.316666666666667,5.9,-28.8,34.7
2021-02-18,2,-5.391666666666667,5.9,-18.8,24.700000000000003
2021-02-19,2,-5.666666666666667,5.9,-19.4,25.299999999999997
2021-02-20,2,-5.125,5.9,-19.4,25.299999999999997
2021-02-21,2,-4.883333333333333,5.9,-19.4,25.299999999999997
2021-02-22,2,-4.758333333333333,5.9,-19.4,25.299999999999997
2021-02-23,2,-5.441666666666666,5.9,-19.4,25.299999999999997
2021-02-24,2,-6.633333333333334,5.9,-22.7,28.6
2021-02-25,2,-7.216666666666666,5.9,-22.7,28.6
2021-02-26,2,-6.533333333333334,8.3,-22.7,31.0
2021-02-27,2,-5.466666666666668,11.2,-22.7,33.9
2021-02-28,2,-4.683333333333334,15.7,-22.7,38.4
2021-03-01,3,-4.816666666666667,15.7,-22.7,38.4
2021-03-02,3,-4.758333333333334,15.7,-22.7,38.4
2021-03-03,3,-4.241666666666667,15.7,-22.7,38.4
2021-03-04,3,-4.891666666666667,15.7,-22.7,38.4
2021-03-05,3,-4.508333333333334,15.7,-22.7,38.4
2021-03-06,3,-3.7166666666666655,15.7,-22.7,38.4
2021-03-07,3,-2.866666666666666,15.7,-22.7,38.4
2021-03-08,3,-1.9500000000000002,15.7,-22.3,38.0
2021-03-09,3,-1.2166666666666666,15.7,-14.7,30.4
2021-03-10,3,-1.091666666666667,15.7,-14.7,30.4
2021-03-11,3,-0.8583333333333335,17.8,-14.7,32.5
2021-03-12,3,-0.7250000000000004,19.1,-14.7,33.8
2021-03-13,3,0.425,19.1,-14.7,33.8
2021-03-14,3,1.583333333333333,19.1,-14.7,33.8
2021-03-15,3,2.3,19.1,-14.7,33.8
2021-03-16,3,3.2499999999999996,19.1,-10.1,29.200000000000003
2021-03-17,3,3.766666666666666,19.1,-10.1,29.200000000000003
2021-03-18,3,3.6166666666666667,19.1,-10.1,29.200000000000003
2021-03-19,3,4.291666666666666,19.1,-10.1,29.200000000000003
2021-03-20,3,4.866666666666666,19.1,-10.1,29.200000000000003
2021-03-21,3,4.675,19.1,-7.7,26.8
2021-03-22,3,4.216666666666666,19.1,-7.8,26.900000000000002
2021-03-23,3,3.5666666666666664,19.1,-9.6,28.700000000000003
2021-03-24,3,3.1999999999999997,16.3,-9.6,25.9
2021-03-25,3,2.733333333333334,16.3,-9.6,25.9
2021-03-26,3,2.5500000000000003,16.3,-9.6,25.9
2021-03-27,3,3.2083333333333335,20.9,-9.6,30.5
2021-03-28,3,4.25,24.3,-9.6,33.9
2021-03-29,3,5.3500000000000005,24.3,-9.6,33.9
2021-03-30,3,6.875,24.3,-9.6,33.9
2021-03-31,3,7.425,24.3,-9.6,33.9
2021-04-01,4,7.866666666666667,24.3,-9.6,33.9
2021-04-02,4,8.825,24.3,-9.6,33.9
2021-04-03,4,9.741666666666665,24.3,-9.6,33.9
2021-04-04,4,10.016666666666666,24.3,-4.1,28.4
2021-04-05,4,9.95,24.3,-3.9,28.2
2021-04-06,4,10.041666666666666,24.3,-3.9,28.2
2021-04-07,4,9.975,24.3,-2.6,26.900000000000002
2021-04-08,4,9.566666666666666,24.3,-4.3,28.6
2021-04-09,4,8.258333333333333,24.2,-4.3,28.5
2021-04-10,4,6.916666666666668,24.2,-4.3,28.5
2021-04-11,4,5.516666666666667,17.9,-4.3,22.2
2021-04-12,4,4.7,16.1,-4.8,20.900000000000002
2021-04-13,4,4.733333333333333,16.9,-4.8,21.7
2021-04-14,4,4.325,16.9,-4.8,21.7
2021-04-15,4,3.8000000000000003,16.9,-4.8,21.7
2021-04-16,4,4.333333333333333,16.9,-4.8,21.7
2021-04-17,4,4.658333333333334,16.9,-4.8,21.7
2021-04-18,4,4.883333333333334,16.9,-4.8,21.7
2021-04-19,4,4.7,16.9,-4.8,21.7
2021-04-20,4,4.491666666666666,16.9,-4.8,21.7
2021-04-21,4,5.158333333333333,16.9,-4.8,21.7
2021-04-22,4,5.841666666666666,16.9,-4.8,21.7
2021-04-23,4,6.449999999999999,16.9,-4.8,21.7
2021-04-24,4,6.575,16.9,-4.7,21.599999999999998
2021-04-25,4,6.166666666666667,16.7,-4.7,21.4
2021-04-26,4,6.390909090909091,16.7,-4.7,21.4
2021-04-27,4,6.718181818181819,16.7,-3.9,20.599999999999998
2021-04-28,4,6.472727272727273,15.3,-3.9,19.2
2021-04-29,4,6.172727272727273,15.3,-3.9,19.2
2021-04-30,4,5.763636363636364,15.3,-3.9,19.2
2021-05-01,5,6.3090909090909095,17.7,-3.9,21.599999999999998
2021-05-02,5,6.872727272727272,20.7,-2.8,23.5
2021-05-03,5,7.0181818181818185,20.7,-2.8,23.5
2021-05-04,5,7.345454545454545,22.1,-2.8,24.900000000000002
2021-05-05,5,7.745454545454546,22.9,-2.8,25.7
2021-05-06,5,8.327272727272726,23.0,-2.8,25.8
2021-05-08,5,9.958333333333334,27.0,-2.8,29.8
2021-05-09,5,11.325000000000001,29.3,-2.5,31.8
2021-05-10,5,12.733333333333334,31.4,-2.5,33.9
2021-05-11,5,13.908333333333333,31.4,-1.7,33.1
2021-05-12,5,14.441666666666665,31.4,-1.7,33.1
2021-05-13,5,14.783333333333331,31.4,-1.7,33.1
2021-05-14,5,15.791666666666664,31.4,-1.7,33.1
2021-05-15,5,16.28333333333333,31.4,0.4,31.0
2021-05-16,5,16.10833333333333,31.4,1.2,30.2
2021-05-17,5,15.483333333333333,31.4,-2.4,33.8
2021-05-18,5,15.099999999999996,31.4,-2.6,34.0
2021-05-19,5,14.608333333333333,31.4,-2.6,34.0
2021-05-20,5,14.174999999999997,31.4,-2.6,34.0
2021-05-21,5,13.516666666666666,31.4,-2.6,34.0
2021-05-22,5,12.808333333333332,30.2,-2.6,32.8
2021-05-23,5,12.591666666666667,30.2,-2.6,32.8
2021-05-24,5,13.233333333333334,30.2,-2.6,32.8
2021-05-25,5,13.866666666666667,30.2,-2.6,32.8
2021-05-26,5,14.108333333333334,32.4,-2.6,35.0
2021-05-27,5,14.716666666666663,32.4,-2.6,35.0
2021-05-28,5,15.941666666666665,32.4,-2.6,35.0
2021-05-29,5,17.48333333333333,32.4,-2.6,35.0
2021-05-30,5,18.516666666666666,32.4,-0.5,32.9
2021-05-31,5,18.966666666666665,32.4,0.4,32.0
2021-06-01,6,19.616666666666667,32.4,4.3,28.099999999999998
2021-06-02,6,20.041666666666668,32.4,4.3,28.099999999999998
2021-06-03,6,20.141666666666666,32.4,10.8,21.599999999999998
2021-06-04,6,19.974999999999998,32.4,6.9,25.5
2021-06-05,6,19.333333333333332,32.4,3.6,28.799999999999997
2021-06-06,6,18.825,32.4,3.6,28.799999999999997
2021-06-07,6,18.325,30.0,3.6,26.4
2021-06-08,6,17.891666666666666,29.8,3.6,26.2
2021-06-09,6,17.308333333333334,29.8,3.6,26.2
2021-06-10,6,16.966666666666665,27.3,3.6,23.7
2021-06-11,6,16.133333333333333,27.3,3.6,23.7
2021-06-12,6,15.908333333333333,27.3,2.8,24.5
2021-06-13,6,16.14166666666667,27.3,2.8,24.5
2021-06-14,6,16.191666666666666,27.3,2.8,24.5
2021-06-15,6,16.558333333333334,27.3,2.8,24.5
2021-06-16,6,17.458333333333336,29.7,2.8,26.9
2021-06-17,6,18.158333333333335,29.7,2.8,26.9
2021-06-18,6,18.800000000000004,29.7,2.8,26.9
2021-06-19,6,18.86666666666667,29.7,2.8,26.9
2021-06-20,6,19.0,29.7,2.8,26.9
2021-06-21,6,19.208333333333336,29.7,2.8,26.9
2021-06-22,6,19.125000000000004,29.7,2.8,26.9
2021-06-23,6,19.85,29.7,2.8,26.9
2021-06-24,6,20.658333333333335,29.7,11.2,18.5
2021-06-25,6,20.691666666666666,29.7,11.2,18.5
2021-06-26,6,20.174999999999997,29.7,10.6,19.1
2021-06-27,6,19.575,29.7,10.6,19.1
2021-06-28,6,18.68333333333333,29.0,10.6,18.4
2021-06-29,6,18.424999999999997,29.0,7.8,21.2
2021-06-30,6,18.05,29.0,7.8,21.2
2021-07-01,7,18.125000000000004,29.0,7.8,21.2
2021-07-02,7,18.425,29.0,7.8,21.2
2021-07-03,7,18.616666666666667,29.0,7.8,21.2
2021-07-04,7,18.841666666666665,29.0,7.8,21.2
2021-07-05,7,18.866666666666664,29.0,7.8,21.2
2021-07-06,7,18.666666666666664,28.3,7.8,20.5
2021-07-07,7,18.675,29.4,7.8,21.599999999999998
2021-07-08,7,19.291666666666668,29.4,7.8,21.599999999999998
2021-07-09,7,19.675,29.4,7.8,21.599999999999998
2021-07-10,7,19.883333333333336,29.4,7.8,21.599999999999998
2021-07-11,7,19.825,29.4,8.6,20.799999999999997
2021-07-12,7,19.808333333333334,29.4,8.6,20.799999999999997
2021-07-13,7,19.541666666666664,29.4,8.6,20.799999999999997
2021-07-14,7,19.48333333333333,29.4,8.6,20.799999999999997
2021-07-15,7,19.466666666666665,29.4,8.6,20.799999999999997
2021-07-16,7,19.316666666666666,29.4,8.6,20.799999999999997
2021-07-17,7,19.200000000000003,29.4,8.6,20.799999999999997
2021-07-18,7,19.09166666666667,29.4,8.6,20.799999999999997
2021-07-19,7,18.39166666666667,28.8,8.3,20.5
2021-07-20,7,17.75,28.8,8.2,20.6
2021-07-21,7,17.383333333333336,28.8,8.2,20.6
2021-07-22,7,17.233333333333334,28.8,7.6,21.200000000000003
2021-07-23,7,17.291666666666668,28.8,7.6,21.200000000000003
2021-07-24,7,17.350000000000005,28.8,7.6,21.200000000000003
2021-07-25,7,17.575000000000003,28.8,7.6,21.200000000000003
2021-07-26,7,17.525000000000002,29.6,7.6,22.0
2021-07-27,7,17.6,29.6,7.6,22.0
2021-07-28,7,17.81666666666667,29.6,7.6,22.0
2021-07-29,7,18.458333333333332,31.5,7.6,23.9
2021-07-30,7,18.908333333333335,31.5,7.6,23.9
2021-07-31,7,19.808333333333334,31.5,7.6,23.9
2021-08-01,8,20.641666666666662,31.5,7.6,23.9
2021-08-02,8,21.083333333333332,31.5,7.6,23.9
2021-08-03,8,21.074999999999996,31.5,8.7,22.8
2021-08-04,8,20.958333333333332,31.5,6.8,24.7
2021-08-05,8,20.891666666666662,31.5,6.8,24.7
2021-08-06,8,21.00833333333333,31.5,6.8,24.7
2021-08-07,8,21.124999999999996,31.5,6.8,24.7
2021-08-08,8,21.13333333333333,31.5,6.8,24.7
2021-08-09,8,21.216666666666665,31.5,6.8,24.7
2021-08-10,8,21.099999999999998,30.9,6.8,24.099999999999998
2021-08-11,8,21.09166666666667,30.9,6.8,24.099999999999998
2021-08-12,8,21.01666666666667,30.9,6.8,24.099999999999998
2021-08-13,8,20.900000000000002,30.9,6.8,24.099999999999998
2021-08-14,8,21.258333333333336,30.9,6.8,24.099999999999998
2021-08-15,8,21.975000000000005,30.9,6.8,24.099999999999998
2021-08-16,8,22.358333333333338,30.9,8.9,22.0
2021-08-17,8,22.658333333333335,30.9,14.8,16.099999999999998
2021-08-18,8,22.958333333333332,30.9,14.8,16.099999999999998
2021-08-19,8,22.84166666666667,30.9,14.8,16.099999999999998
2021-08-20,8,22.46666666666667,30.9,12.7,18.2
2021-08-21,8,21.925,30.9,8.7,22.2
2021-08-22,8,20.8,30.5,5.8,24.7
2021-08-23,8,19.99166666666667,30.5,5.8,24.7
2021-08-24,8,19.21666666666667,30.5,5.8,24.7
2021-08-25,8,18.825,30.5,5.8,24.7
2021-08-26,8,18.183333333333334,30.4,5.8,24.599999999999998
2021-08-27,8,17.558333333333334,30.4,5.8,24.599999999999998
2021-08-28,8,17.375,30.4,5.8,24.599999999999998
2021-08-29,8,16.76666666666667,30.4,5.8,24.599999999999998
2021-08-30,8,15.799999999999999,25.1,5.3,19.8
2021-08-31,8,15.4,25.6,5.3,20.3
2021-09-01,9,15.166666666666666,25.6,5.3,20.3
2021-09-02,9,14.983333333333333,25.6,5.3,20.3
2021-09-03,9,15.5,25.6,5.3,20.3
2021-09-04,9,15.433333333333335,25.6,5.3,20.3
2021-09-05,9,15.41666666666667,25.6,5.3,20.3
2021-09-06,9,15.400000000000004,26.1,5.3,20.8
2021-09-07,9,15.200000000000003,26.1,5.3,20.8
2021-09-08,9,14.933333333333335,26.1,4.0,22.1
2021-09-09,9,14.666666666666666,26.1,4.0,22.1
2021-09-10,9,15.083333333333334,26.1,4.0,22.1
2021-09-11,9,14.999999999999998,26.1,4.0,22.1
2021-09-12,9,14.699999999999998,26.1,4.0,22.1
2021-09-13,9,14.299999999999999,26.1,4.0,22.1
2021-09-14,9,14.216666666666669,26.1,4.0,22.1
2021-09-15,9,13.766666666666667,26.1,4.0,22.1
2021-09-16,9,13.741666666666667,26.1,4.0,22.1
2021-09-17,9,13.275,26.1,2.6,23.5
2021-09-18,9,12.909090909090908,24.1,2.6,21.5
2021-09-19,9,12.563636363636363,24.1,2.6,21.5
2021-09-20,9,12.4,24.1,2.6,21.5
2021-09-21,9,12.57272727272727,23.3,2.6,20.7
2021-09-22,9,12.372727272727273,23.3,2.6,20.7
2021-09-23,9,12.727272727272727,23.3,2.6,20.7
2021-09-24,9,12.963636363636363,23.3,2.6,20.7
2021-09-25,9,13.309090909090907,23.3,2.6,20.7
2021-09-26,9,13.418181818181814,23.3,2.6,20.7
2021-09-27,9,13.718181818181819,23.3,2.6,20.7
2021-09-28,9,13.909090909090908,23.3,2.6,20.7
2021-09-30,9,15.133333333333333,24.5,4.8,19.7
2021-10-01,10,15.958333333333334,24.5,4.8,19.7
2021-10-02,10,16.34166666666667,24.5,6.5,18.0
2021-10-03,10,16.391666666666666,24.5,6.5,18.0
2021-10-04,10,16.325,24.5,6.5,18.0
2021-10-05,10,15.825000000000001,24.5,6.5,18.0
2021-10-06,10,15.308333333333335,24.5,6.1,18.4
2021-10-07,10,14.625,24.5,1.0,23.5
2021-10-08,10,14.200000000000001,24.5,-0.7,25.2
2021-10-09,10,14.091666666666669,24.5,-0.7,25.2
2021-10-10,10,13.674999999999999,24.5,-0.7,25.2
2021-10-11,10,12.374999999999998,24.5,-2.6,27.1
2021-10-12,10,10.949999999999998,23.8,-2.6,26.400000000000002
2021-10-13,10,9.775,22.0,-2.6,24.6
2021-10-14,10,8.95,22.0,-2.6,24.6
2021-10-15,10,7.991666666666666,19.4,-2.6,22.0
2021-10-16,10,7.458333333333335,18.5,-2.6,21.1
2021-10-17,10,7.216666666666669,18.5,-2.6,21.1
2021-10-18,10,7.191666666666667,18.5,-2.6,21.1
2021-10-19,10,7.325,18.5,-2.6,21.1
2021-10-20,10,7.366666666666667,18.4,-2.6,21.0
2021-10-21,10,6.550000000000001,16.8,-2.6,19.400000000000002
2021-10-22,10,5.691666666666666,16.5,-2.6,19.1
2021-10-23,10,5.441666666666666,16.5,-6.2,22.7
2021-10-24,10,5.066666666666666,16.5,-6.7,23.2
2021-10-25,10,4.758333333333333,16.5,-6.7,23.2
2021-10-26,10,4.624999999999999,16.5,-6.7,23.2
2021-10-27,10,4.658333333333333,16.5,-6.7,23.2
2021-10-28,10,4.699999999999999,18.3,-6.7,25.0
2021-10-29,10,4.65,18.3,-6.7,25.0
2021-10-30,10,4.183333333333334,18.3,-6.7,25.0
2021-10-31,10,3.8333333333333335,18.3,-6.7,25.0
2021-11-01,11,3.608333333333334,18.3,-6.7,25.0
2021-11-02,11,3.4916666666666667,18.3,-6.7,25.0
2021-11-03,11,3.5,18.3,-6.7,25.0
2021-11-04,11,3.5,18.3,-6.7,25.0
2021-11-05,11,3.5083333333333333,18.3,-4.8,23.1
2021-11-06,11,3.8000000000000003,18.3,-4.8,23.1
2021-11-07,11,3.875,18.3,-4.8,23.1
2021-11-08,11,3.1749999999999994,18.3,-6.3,24.6
2021-11-09,11,2.4166666666666665,13.3,-6.3,19.6
2021-11-10,11,2.141666666666667,12.7,-6.3,19.0
2021-11-11,11,1.5250000000000001,12.7,-8.9,21.6
2021-11-12,11,0.6416666666666668,12.7,-13.1,25.799999999999997
2021-11-13,11,-0.09166666666666674,12.7,-13.1,25.799999999999997
2021-11-14,11,-0.03333333333333344,12.7,-13.1,25.799999999999997
2021-11-15,11,-0.3000000000000001,12.7,-13.1,25.799999999999997
2021-11-16,11,-0.7333333333333334,12.7,-13.1,25.799999999999997
2021-11-17,11,-1.1583333333333334,12.7,-13.1,25.799999999999997
2021-11-18,11,-2.3333333333333335,10.6,-15.1,25.7
2021-11-19,11,-2.908333333333333,5.6,-15.1,20.7
2021-11-20,11,-3.091666666666667,5.6,-15.1,20.7
2021-11-21,11,-3.0416666666666665,5.9,-15.1,21.0
2021-11-22,11,-3.866666666666667,5.9,-15.1,21.0
2021-11-23,11,-3.833333333333334,5.9,-15.1,21.0
2021-11-24,11,-3.6,5.9,-15.1,21.0
2021-11-25,11,-3.5250000000000004,5.9,-15.1,21.0
2021-11-26,11,-4.575,5.9,-15.1,21.0
2021-11-27,11,-4.95,5.9,-15.1,21.0
2021-11-28,11,-5.3999999999999995,5.9,-19.9,25.799999999999997
2021-11-29,11,-4.916666666666667,5.9,-19.9,25.799999999999997
2021-11-30,11,-3.6666666666666665,11.7,-19.9,31.599999999999998
2021-12-01,12,-3.3166666666666664,11.7,-19.9,31.599999999999998
2021-12-02,12,-2.558333333333333,11.7,-19.9,31.599999999999998
2021-12-03,12,-2.7083333333333326,11.7,-19.9,31.599999999999998
2021-12-04,12,-1.8916666666666666,11.7,-19.9,31.599999999999998
2021-12-05,12,-0.6999999999999998,17.8,-19.9,37.7
2021-12-06,12,-0.3416666666666666,17.8,-19.9,37.7
2021-12-07,12,-0.8083333333333331,17.8,-19.9,37.7
2021-12-08,12,-1.0333333333333334,17.8,-19.9,37.7
2021-12-09,12,-1.0166666666666666,17.8,-19.9,37.7
2021-12-10,12,-0.3666666666666669,17.8,-17.3,35.1
2021-12-11,12,-0.9916666666666668,17.8,-17.3,35.1
2021-12-12,12,-2.433333333333333,17.8,-17.9,35.7
2021-12-13,12,-2.9499999999999997,17.8,-17.9,35.7
2021-12-14,12,-3.3416666666666672,17.8,-17.9,35.7
2021-12-15,12,-3.816666666666667,17.8,-17.9,35.7
2021-12-16,12,-4.758333333333334,17.8,-17.9,35.7
2021-12-17,12,-5.8500000000000005,3.5,-17.9,21.4
2021-12-18,12,-5.9750000000000005,1.4,-17.9,19.299999999999997
2021-12-19,12,-5.825,1.4,-17.9,19.299999999999997
2021-12-20,12,-5.166666666666667,2.0,-17.9,19.9
2021-12-21,12,-4.8999999999999995,2.0,-17.9,19.9
2021-12-22,12,-5.683333333333334,2.0,-18.5,20.5
2021-12-23,12,-6.224999999999999,2.0,-21.7,23.7
2021-12-24,12,-5.658333333333334,2.0,-21.7,23.7
2021-12-25,12,-5.550000000000001,2.0,-21.7,23.7
2021-12-26,12,-6.458333333333332,2.0,-21.7,23.7
2021-12-27,12,-7.575,2.0,-23.4,25.4
2021-12-28,12,-8.25,2.0,-28.0,30.0
2021-12-29,12,-8.516666666666667,2.0,-28.0,30.0
2021-12-30,12,-9.883333333333333,2.0,-28.0,30.0
2021-12-31,12,-11.158333333333333,2.0,-34.2,36.2
2022-01-01,1,-11.108333333333333,1.3,-34.2,35.5
2022-01-02,1,-11.763636363636362,1.3,-34.2,35.5
2022-01-03,1,-12.0,1.3,-34.2,35.5
2022-01-04,1,-12.799999999999999,1.3,-34.2,35.5
2022-01-05,1,-14.009090909090908,1.3,-34.2,35.5
2022-01-06,1,-14.5,0.4,-34.2,34.6
2022-01-07,1,-14.818181818181818,0.4,-34.2,34.6
2022-01-08,1,-13.736363636363636,3.6,-34.2,37.800000000000004
2022-01-09,1,-14.481818181818182,3.6,-34.2,37.800000000000004
2022-01-10,1,-16.154545454545453,3.6,-34.3,37.9
2022-01-11,1,-15.918181818181818,3.6,-34.3,37.9
2022-01-12,1,-15.8,3.6,-34.3,37.9
2022-01-14,1,-17.091666666666665,3.6,-34.3,37.9
2022-01-15,1,-17.608333333333334,3.6,-34.3,37.9
2022-01-16,1,-16.608333333333334,3.6,-34.3,37.9
2022-01-17,1,-16.900000000000002,3.6,-34.3,37.9
2022-01-18,1,-18.11666666666667,3.6,-34.3,37.9
2022-01-19,1,-18.125000000000004,3.6,-34.3,37.9
2022-01-20,1,-18.108333333333338,-3.0,-34.3,31.299999999999997
2022-01-21,1,-16.350000000000005,2.8,-34.3,37.099999999999994
2022-01-22,1,-14.516666666666667,2.8,-33.1,35.9
2022-01-23,1,-14.016666666666667,2.8,-33.1,35.9
2022-01-24,1,-13.79166666666667,2.8,-33.1,35.9
2022-01-25,1,-14.066666666666668,2.8,-33.1,35.9
2022-01-26,1,-13.191666666666665,2.8,-33.1,35.9
2022-01-27,1,-11.549999999999999,2.8,-33.1,35.9
2022-01-28,1,-11.250000000000002,2.8,-33.1,35.9
2022-01-29,1,-9.841666666666667,3.1,-33.1,36.2
2022-01-30,1,-8.041666666666666,3.1,-26.3,29.400000000000002
2022-01-31,1,-6.916666666666667,3.1,-26.3,29.400000000000002
2022-02-01,2,-7.316666666666666,3.1,-26.3,29.400000000000002
2022-02-02,2,-8.866666666666667,3.1,-30.2,33.3
2022-02-03,2,-10.625,3.1,-32.5,35.6
2022-02-04,2,-11.091666666666667,3.1,-32.5,35.6
2022-02-05,2,-9.766666666666666,7.1,-32.5,39.6
2022-02-06,2,-8.375000000000002,7.1,-32.5,39.6
2022-02-07,2,-8.758333333333335,7.1,-32.5,39.6
2022-02-08,2,-9.708333333333334,7.1,-32.5,39.6
2022-02-09,2,-9.500000000000002,7.1,-32.5,39.6
2022-02-10,2,-9.366666666666667,7.1,-32.5,39.6
2022-02-11,2,-9.4,7.1,-32.5,39.6
2022-02-12,2,-10.2,7.1,-32.5,39.6
2022-02-13,2,-10.533333333333333,7.1,-32.5,39.6
2022-02-14,2,-10.083333333333334,7.1,-32.5,39.6
2022-02-15,2,-9.441666666666666,7.1,-26.6,33.7
2022-02-16,2,-8.975000000000001,7.1,-26.6,33.7
2022-02-17,2,-10.358333333333334,5.0,-26.6,31.6
2022-02-18,2,-10.733333333333334,4.4,-26.6,31.0
2022-02-19,2,-10.350000000000001,4.4,-26.6,31.0
2022-02-20,2,-10.675000000000002,4.4,-26.6,31.0
2022-02-21,2,-11.391666666666667,3.8,-26.6,30.400000000000002
2022-02-22,2,-11.733333333333334,3.8,-26.6,30.400000000000002
2022-02-23,2,-11.158333333333333,11.9,-26.6,38.5
2022-02-24,2,-10.54166666666667,11.9,-26.6,38.5
2022-02-25,2,-9.708333333333334,11.9,-26.6,38.5
2022-02-26,2,-8.625000000000002,11.9,-26.6,38.5
2022-02-27,2,-7.858333333333334,11.9,-26.3,38.2
2022-02-28,2,-7.5,11.9,-26.3,38.2
2022-03-01,3,-6.841666666666666,11.9,-26.3,38.2
2022-03-02,3,-6.966666666666668,11.9,-26.3,38.2
2022-03-03,3,-6.325,11.9,-26.3,38.2
2022-03-04,3,-4.925,11.9,-26.3,38.2
2022-03-05,3,-3.525,11.9,-14.7,26.6
2022-03-06,3,-2.3916666666666666,15.4,-13.8,29.200000000000003
2022-03-07,3,-2.5749999999999993,15.4,-13.8,29.200000000000003
2022-03-08,3,-2.033333333333333,15.4,-13.8,29.200000000000003
2022-03-09,3,-1.258333333333333,15.4,-13.8,29.200000000000003
2022-03-10,3,-0.975,15.4,-13.8,29.200000000000003
2022-03-11,3,-0.6416666666666669,15.4,-13.8,29.200000000000003
2022-03-12,3,-0.07500000000000027,15.4,-13.8,29.200000000000003
2022-03-13,3,1.075,15.4,-13.8,29.200000000000003
2022-03-14,3,1.925,15.4,-10.3,25.700000000000003
2022-03-15,3,1.9666666666666668,15.4,-10.3,25.700000000000003
2022-03-16,3,1.2999999999999998,15.4,-13.9,29.3
2022-03-17,3,0.1333333333333333,15.4,-15.4,30.8
2022-03-18,3,-1.25,9.9,-18.0,27.9
2022-03-19,3,-2.025,8.1,-18.0,26.1
2022-03-20,3,-1.6333333333333335,16.0,-18.0,34.0
2022-03-21,3,-1.9666666666666661,16.0,-18.0,34.0
2022-03-22,3,-1.9666666666666668,16.0,-18.0,34.0
2022-03-23,3,-1.6833333333333333,16.0,-18.0,34.0
2022-03-24,3,-1.6833333333333336,16.0,-18.0,34.0
2022-03-25,3,-1.7000000000000004,16.0,-18.0,34.0
2022-03-26,3,-1.0000000000000002,16.3,-18.0,34.3
2022-03-27,3,-0.2666666666666669,16.3,-18.0,34.3
2022-03-28,3,0.9416666666666668,16.3,-18.0,34.3
2022-03-29,3,2.0166666666666666,16.3,-18.0,34.3
2022-03-30,3,2.85,16.3,-11.6,27.9
2022-03-31,3,3.6750000000000003,16.3,-6.3,22.6
2022-04-01,4,3.6,16.3,-6.3,22.6
2022-04-02,4,4.391666666666667,16.3,-6.3,22.6
2022-04-03,4,5.000000000000001,16.3,-4.9,21.200000000000003
2022-04-04,4,5.291666666666667,16.3,-4.9,21.200000000000003
2022-04-05,4,5.091666666666668,16.3,-4.9,21.200000000000003
2022-04-06,4,4.791666666666667,16.3,-5.8,22.1
2022-04-07,4,4.300000000000001,16.2,-5.8,22.0
2022-04-08,4,3.9,16.2,-5.8,22.0
2022-04-09,4,3.755555555555555,16.2,-5.8,22.0
2022-04-10,4,3.9999999999999996,16.2,-5.8,22.0
2022-04-11,4,4.557142857142856,16.2,-5.8,22.0
2022-04-12,4,4.616666666666666,16.2,-5.8,22.0
2022-04-13,4,4.14,14.6,-5.8,20.4
2022-04-14,4,3.0250000000000004,13.2,-5.8,19.0
2022-04-15,4,1.6333333333333335,11.1,-5.8,16.9
2022-04-16,4,0.10000000000000003,7.6,-5.8,13.399999999999999
2022-04-17,4,0.9,7.6,-5.8,13.399999999999999
